anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Chinese-Simplified Word
0,0,0,1,0,1,0,0,0,0,飓风
0,1,0,0,0,1,0,0,0,0,慌忙
0,1,0,0,0,0,0,0,0,0,匆忙
1,0,0,1,0,1,0,1,0,0,伤害
1,0,1,1,0,1,0,1,0,0,伤人的
1,0,0,1,0,1,0,1,0,0,伤害
0,0,0,0,0,0,1,0,0,1,畜牧业
0,0,0,0,0,0,1,0,0,0,嘘
0,0,0,0,0,0,0,0,0,0,安静
0,0,0,0,0,0,0,0,0,0,外壳
0,0,0,0,0,0,0,0,0,0,沙哑
0,0,0,0,0,0,0,0,0,0,喧嚣
0,0,0,0,0,1,0,0,0,0,骗子
0,0,0,0,0,0,1,1,0,0,小屋
0,0,0,0,0,0,0,0,0,0,笼
0,0,0,0,0,0,0,0,0,0,风信子
0,0,0,0,0,0,0,0,0,0,杂交种
0,0,0,1,0,1,0,0,0,0,九头蛇
0,0,0,0,0,0,0,0,0,0,液压
0,0,1,1,0,1,0,1,0,0,脑积水
0,0,0,0,0,0,0,0,0,0,流体力学
0,0,0,0,0,0,0,0,0,0,氢
0,0,0,0,0,0,0,0,0,0,水文
0,0,0,0,0,0,0,0,0,0,水文学
0,0,0,0,0,0,0,0,0,0,卫生
0,0,0,0,0,0,1,0,0,0,卫生
0,1,0,0,1,0,1,1,0,1,圣歌
0,1,0,0,0,1,0,0,0,0,炒作
0,0,0,0,0,1,0,0,0,0,夸张
0,0,1,1,0,0,0,0,1,0,肥大
0,0,0,0,0,0,0,0,0,0,连字符
0,0,0,0,0,0,0,0,0,0,催眠的
0,0,0,0,0,0,0,0,0,0,被催眠了
0,0,0,0,0,1,0,0,0,0,虚伪
0,0,1,0,0,1,0,0,0,0,伪君子
0,0,1,0,0,1,0,0,0,0,虚伪
0,1,0,0,0,0,0,0,1,0,假设
0,0,0,0,0,0,0,0,0,0,假想
0,0,0,1,0,1,0,0,0,0,歇斯底里
1,0,0,1,0,1,0,0,0,0,歇斯底里
0,0,0,0,0,0,0,0,0,0,冰
0,0,0,0,0,0,0,0,0,0,冰山
0,0,0,0,0,0,0,0,0,0,图标
0,0,0,0,0,0,0,0,0,0,标志性的
0,0,0,0,0,0,0,0,0,0,图像学
0,0,0,0,0,0,0,0,0,0,冰冷
0,0,0,0,0,0,0,0,0,0,主意
0,0,0,0,0,0,1,0,0,0,唯心主义
0,0,0,0,0,0,0,0,0,0,理想主义者
0,0,0,0,0,0,0,0,0,0,完全相同的
0,0,0,0,0,0,0,0,0,0,同样地
0,0,0,0,0,0,0,0,0,0,鉴别
0,0,0,0,0,0,0,0,0,0,确认
0,0,0,0,0,0,0,0,0,0,身份
0,0,0,0,0,0,0,0,0,0,思想
1,0,1,0,0,1,0,1,0,0,白痴
0,0,0,0,0,0,0,0,0,0,成语
0,0,0,0,0,0,0,0,0,0,惯用语
0,0,1,0,0,1,0,0,0,0,笨蛋
1,0,1,0,0,1,0,0,0,0,白痴
0,0,0,0,0,0,0,0,0,0,闲置的
0,0,0,0,0,0,0,0,0,0,懒惰
0,0,0,0,0,1,0,0,0,0,闲人
0,0,0,0,0,0,1,0,0,0,偶像
0,0,1,1,0,1,0,0,0,0,偶像崇拜
0,0,0,0,0,0,0,0,0,0,冰屋
0,0,0,0,0,0,0,0,0,0,火成岩
0,0,0,0,0,0,0,0,0,0,点燃
0,0,0,0,0,0,0,0,0,0,点火
0,0,0,0,0,1,0,0,0,0,无知
0,0,1,0,0,1,0,0,0,0,无知
0,0,0,0,0,1,0,0,0,0,忽视
0,0,0,0,0,0,0,0,0,0,同类
1,0,1,1,0,1,0,1,0,0,患病的
1,0,1,1,0,1,0,1,0,0,非法的
1,0,1,1,0,1,0,0,0,0,违法性
0,0,0,0,0,0,0,0,0,0,非法
0,0,0,0,0,1,0,0,0,0,难以辨认
1,0,1,1,0,1,0,1,1,0,非法的
1,0,1,1,0,1,0,0,0,0,非法的
0,0,1,0,0,1,0,0,0,0,文盲
0,0,0,1,0,1,0,1,0,0,疾病
0,0,0,0,0,1,0,0,0,0,不合逻辑
0,1,0,0,1,0,1,0,1,0,照亮
0,0,0,0,1,0,1,0,1,1,照明
0,0,0,0,0,0,0,0,0,0,照明器
0,0,0,0,0,1,0,0,1,0,错觉
0,0,0,0,0,0,1,0,0,0,阐明
0,0,0,0,0,0,0,0,0,0,插图
0,0,0,0,0,0,0,0,0,0,说明性的
0,0,0,0,0,0,1,0,0,0,杰出
0,0,0,0,0,0,0,0,0,0,图片
0,0,0,0,0,0,0,0,0,0,意象
0,0,0,0,0,0,0,0,0,0,假想
0,0,0,0,0,0,0,0,0,0,想像力
0,0,0,0,0,0,1,0,0,0,富有想象力的
0,0,0,0,0,0,0,0,0,0,想象
0,0,0,0,0,0,0,0,0,0,想象的
0,0,0,0,0,0,0,0,0,0,想象
0,0,0,0,0,0,0,0,0,0,阿訇
0,0,0,0,0,0,0,0,0,0,嵌入的
0,0,0,0,0,0,0,0,0,0,模拟
0,0,0,0,0,1,0,0,0,0,模仿的
0,0,0,0,0,1,0,0,0,0,模仿
0,0,0,0,1,0,1,0,0,1,完美无暇
0,0,0,0,0,0,0,0,0,0,无关紧要的
0,1,0,0,0,1,0,0,0,0,不成熟
1,1,0,0,0,1,0,0,0,0,不成熟
0,0,0,0,0,0,0,0,0,0,不可估量
0,0,0,0,0,0,0,0,0,0,不可估量
0,0,0,0,0,0,0,0,1,0,直接
0,1,0,0,0,1,1,0,0,0,立即地
0,0,0,0,0,0,0,0,0,0,远古的
0,0,0,0,0,0,1,0,0,0,巨大
0,1,0,1,1,0,1,0,1,1,沉浸
0,0,0,0,0,0,0,0,0,0,浸没
0,0,0,1,0,0,0,0,0,0,移民
0,0,0,0,0,0,0,0,0,0,移民
0,1,0,1,0,0,0,0,0,0,迫在眉睫
1,0,1,1,0,1,0,1,0,0,不道德
1,0,1,0,0,1,0,0,0,0,不道德
0,0,0,0,0,0,1,0,0,0,不朽
0,1,0,0,0,0,0,0,0,0,不朽
0,0,0,0,0,1,1,0,0,1,不动的
0,0,0,0,0,0,0,0,0,0,免疫
0,0,0,0,0,0,0,0,0,0,免疫
0,0,0,0,0,0,0,0,0,1,免疫
0,0,0,0,0,0,0,0,0,0,不可变
0,0,0,0,0,0,0,0,0,0,小鬼
0,0,0,0,0,0,0,0,0,0,影响
0,0,0,0,0,1,0,0,0,0,妨害
0,0,0,0,0,1,0,0,0,0,减值
0,0,0,0,0,0,1,0,0,1,传授
0,0,0,0,0,0,1,0,0,1,公正
0,0,0,0,0,0,1,0,0,1,公正
0,0,0,0,0,1,0,0,0,0,不可逾越
0,0,0,0,0,0,0,0,0,0,慷慨激昂
0,0,0,0,0,1,0,0,0,0,不耐烦
0,1,0,0,0,1,0,0,0,0,不耐烦
0,0,1,1,0,1,0,0,0,0,劾
0,0,0,0,0,1,0,0,0,0,弹劾
0,0,0,0,0,0,1,0,0,1,无可挑剔
0,0,0,0,0,1,0,0,0,0,阻碍
0,0,0,0,0,0,0,0,0,0,障碍
0,0,0,0,0,0,0,0,0,0,推动的
0,1,0,1,0,0,0,0,0,0,即将到来的
0,0,0,0,0,0,0,0,0,1,坚不可摧
0,0,0,0,0,0,0,0,0,0,至关重要的
0,0,0,0,0,0,0,0,0,0,不易察觉
0,0,0,0,0,1,0,0,0,0,不完美
0,0,0,0,0,1,0,0,0,0,不完美
0,0,0,0,0,0,0,0,0,0,帝国的
1,0,0,1,0,0,0,0,0,0,不透水
0,0,0,0,0,0,0,0,0,0,不允许的
0,0,0,0,0,0,0,0,0,0,非个人的
0,0,0,0,0,1,0,0,0,0,模仿
0,0,0,0,0,1,0,0,0,0,冒充
0,0,0,0,0,0,1,0,0,0,不透水
0,0,0,0,0,0,0,0,0,0,动力
0,0,0,0,0,1,0,0,0,0,无情的
0,0,0,0,0,0,0,0,0,0,注入
0,0,0,0,0,0,0,0,0,0,植入
0,0,0,0,0,0,0,0,0,0,植入
0,0,0,0,0,0,0,0,0,0,实施
1,0,0,0,0,1,0,0,0,0,牵连
0,0,0,0,0,0,0,0,0,0,牵连
0,0,0,0,0,0,0,0,0,0,含义
0,0,0,0,0,0,0,0,0,0,默示
0,0,0,0,0,0,0,0,0,0,恳求
0,0,0,0,0,0,0,0,0,0,内爆
0,0,0,0,0,0,0,0,0,0,意味着
0,0,1,0,0,1,0,0,0,0,不礼貌
0,0,0,0,0,0,0,0,0,0,进口
0,1,0,0,0,0,1,0,0,0,重要性
0,0,0,0,0,0,1,0,0,1,重要的
0,0,0,0,0,0,0,0,0,0,输入
0,0,0,0,0,0,0,0,0,0,强加
0,0,0,0,0,0,0,0,0,0,气势磅礴
0,0,0,0,0,1,0,0,0,0,征收
0,0,0,0,0,0,0,0,0,0,不可能
0,0,0,0,0,1,0,1,0,0,不可能的
1,0,0,1,0,1,0,1,0,0,阳痿
0,0,0,0,0,1,0,0,0,0,阳痿
0,0,0,0,0,1,0,0,0,0,扣押
0,0,0,0,0,1,0,0,0,0,不切实际
0,0,0,0,0,0,1,0,0,0,留下深刻印象
0,0,0,0,0,0,1,0,0,0,印象
0,0,0,0,0,0,0,0,0,1,易受影响的
0,0,0,0,0,0,0,0,0,0,印记
0,0,0,0,0,1,0,0,0,0,监禁
1,0,1,1,0,1,0,1,0,0,被监禁
1,0,1,1,0,1,0,1,0,0,监禁
0,0,0,0,0,0,0,0,0,0,不可能的
0,0,0,0,0,0,0,0,0,0,即兴
0,0,0,0,0,1,0,0,0,0,不当
0,1,0,0,1,0,1,0,0,1,提升
0,0,0,0,0,0,1,0,0,0,改善
0,0,0,0,1,0,1,0,0,1,改进
0,0,0,0,0,0,1,0,0,0,改善
0,0,0,0,0,0,0,0,1,0,即兴创作
0,1,0,0,0,0,1,0,1,0,凑合
0,0,0,0,0,0,0,0,0,0,即兴创作
0,0,0,0,0,1,0,1,0,0,轻率的
0,0,0,0,0,0,0,0,0,0,冲动
0,0,0,0,0,0,0,0,0,0,有罪不罚
0,0,1,0,0,1,0,0,0,0,不纯的
0,0,1,0,0,1,0,0,0,0,不纯
0,0,0,0,0,1,0,0,0,0,插补
0,0,0,0,0,1,0,1,0,0,无力
0,0,0,0,0,1,0,0,0,0,无法进入
0,0,0,0,0,1,0,0,0,0,不准确
0,0,0,0,0,1,0,0,0,0,不作为
0,0,0,0,0,0,0,0,0,0,灭活
0,0,0,0,0,0,0,0,0,0,失活
0,0,0,0,0,0,0,0,0,0,不活跃
0,0,0,0,0,1,0,0,0,0,不活动
0,0,0,0,0,1,0,0,0,0,不足
0,0,0,0,0,1,0,1,0,0,不足
1,0,1,0,0,1,0,0,0,0,不允许
0,0,0,0,0,0,0,0,0,0,不经意间
0,0,0,0,0,0,0,0,0,0,不经意间
0,0,0,0,0,0,1,0,0,0,不可剥夺
0,0,0,0,0,1,0,0,0,0,空虚
0,0,0,0,0,0,0,0,0,0,无生命的
0,0,0,0,0,1,0,0,0,0,不适用
1,0,1,0,0,1,0,1,0,0,不当
1,0,0,0,0,1,0,0,0,0,注意力不集中
0,0,0,0,0,1,0,0,0,0,听不见
0,1,0,0,0,0,0,0,0,0,就职典礼
0,0,0,0,0,0,0,0,0,0,就职典礼
0,1,0,0,1,0,1,0,0,1,就职典礼
0,0,0,0,0,0,0,0,0,0,先天
0,0,0,0,0,0,0,0,0,0,近交
0,0,0,0,0,1,0,0,0,0,不可估量
0,0,0,0,0,0,0,0,0,0,白炽灯
0,0,0,0,0,0,0,0,0,0,无法
0,0,0,0,0,1,0,0,0,0,无能力
1,0,1,1,0,1,0,1,0,0,监禁
1,0,1,1,0,1,0,1,0,0,如果
1,0,0,1,0,1,0,0,1,0,燃烧的
1,0,0,0,0,1,0,0,0,0,香
0,0,0,0,0,0,0,0,0,0,激励
0,0,0,0,0,0,0,0,0,0,成立之初
0,0,0,0,0,1,0,0,0,0,不断
0,0,0,0,0,0,0,0,0,0,不已
1,0,1,1,0,1,0,1,0,0,乱伦
0,0,1,0,0,1,0,0,0,0,乱伦的
0,0,0,0,0,0,0,0,0,0,英寸
0,0,0,0,0,0,0,0,0,0,发病率
0,0,0,0,0,0,0,0,1,0,事件
0,0,0,0,0,0,0,0,0,0,顺便
0,0,0,0,0,1,0,0,0,0,焚化
0,0,0,0,0,0,0,0,0,0,初期
0,0,0,0,0,0,0,0,0,0,切口
0,0,0,0,0,0,1,0,0,0,尖锐
1,1,0,1,0,1,0,0,0,0,煽动
0,0,0,0,0,0,0,0,0,0,煽动
0,0,0,0,0,1,0,0,0,0,恶劣的
0,0,0,0,0,0,0,0,0,0,倾角
0,0,0,0,0,0,0,0,0,1,倾斜
0,0,0,0,0,0,0,0,0,0,倾斜的
0,0,0,0,0,0,1,0,0,0,包括
0,0,0,0,0,0,1,0,0,0,包括
0,0,0,0,0,0,1,0,0,0,包含
0,0,0,0,0,0,0,0,0,1,包容
0,0,0,0,0,0,1,0,0,0,包括的
0,0,0,0,0,0,0,0,0,0,隐姓埋名
0,0,0,0,0,1,0,0,0,0,语无伦次
0,1,0,0,1,1,1,1,0,1,收入
0,0,0,0,0,0,0,0,0,0,传入
1,0,1,0,0,1,0,1,0,0,不相容
0,0,0,0,0,1,0,0,0,0,无能
1,0,0,0,0,1,0,1,0,0,无能
0,0,0,0,0,0,0,0,0,0,不完全
0,0,0,0,0,1,0,0,0,0,不完整性
0,0,0,0,0,1,0,0,0,0,无法理解
0,0,0,0,0,0,0,0,0,0,不确定的
1,0,0,0,0,1,0,0,0,0,不协调
0,0,0,0,0,1,0,1,0,0,无关紧要的
1,0,1,0,0,1,0,1,0,0,不体贴
0,0,0,0,0,1,0,0,0,0,不一致
0,0,0,0,0,0,0,0,0,0,不显眼的
0,0,0,0,0,0,0,0,1,0,失禁
1,0,1,0,0,1,0,1,0,0,不方便
0,0,0,0,0,0,0,0,0,0,包含
0,0,0,0,0,0,0,0,0,0,公司注册
0,0,0,0,0,1,0,0,0,0,不正确
0,0,0,0,0,0,1,0,0,0,增加
0,0,0,0,0,0,0,0,0,0,增加
1,0,1,0,0,1,0,0,0,0,难以置信
0,0,0,0,0,0,0,0,0,0,增量
0,0,0,1,0,1,0,1,0,0,入罪
0,0,0,0,0,0,0,0,0,0,孵化
0,0,1,1,0,1,0,0,0,0,梦魇
0,0,0,0,0,1,0,0,0,0,招致
1,0,1,1,0,1,0,1,0,0,无法治愈的
0,0,0,1,0,1,0,0,0,0,侵入
0,0,0,0,0,0,0,0,0,0,负债累累
1,0,1,0,0,0,0,0,0,0,猥亵
0,0,1,0,0,1,0,0,0,0,不雅的
0,0,0,0,0,1,0,0,0,0,优柔寡断
0,0,0,0,0,1,0,0,0,0,优柔寡断
0,0,0,1,0,1,0,0,0,0,站不住脚的
0,0,0,0,0,0,1,0,0,1,不可磨灭
0,0,0,0,0,0,0,0,0,0,保障
0,0,0,0,0,1,0,0,0,0,赔偿
0,0,0,0,0,0,1,0,0,1,赔款
0,0,0,0,0,0,0,0,0,1,缩进
0,0,0,0,0,0,0,0,0,0,缩进
1,0,0,0,0,1,0,0,0,0,契约
0,1,0,0,1,0,1,0,1,1,独立
0,0,0,0,0,0,0,0,0,0,独立的
0,0,0,0,0,0,0,0,0,0,无法形容
0,0,0,0,0,0,1,0,0,1,坚不可摧
0,0,0,0,0,1,0,0,0,0,不定
0,0,0,0,0,0,0,0,0,0,指数
0,0,0,0,0,0,0,0,0,0,表示
0,0,0,0,0,0,0,0,0,0,指示
0,0,0,0,0,0,0,0,0,0,指示性的
0,0,0,0,0,0,0,0,0,0,指标
0,0,0,0,0,0,0,0,0,0,指数
1,0,0,1,0,1,0,0,0,0,起诉
0,0,0,1,0,1,0,0,0,0,起诉书
1,0,1,1,0,1,0,1,0,0,漠不关心
0,0,0,0,0,0,0,0,0,0,土著
0,0,0,0,0,1,0,1,0,0,贫穷的
0,0,0,0,0,0,0,0,0,0,消化不良
1,0,0,0,0,1,0,0,0,0,愤怒
1,0,1,0,0,1,0,0,0,0,愤慨
0,0,0,0,0,0,0,0,0,0,靛青
0,0,0,0,0,0,0,0,0,0,间接
0,0,0,0,0,0,0,0,0,0,必不可少
0,0,0,0,0,1,0,0,0,0,模糊
0,0,0,0,0,0,0,0,0,0,难以区分
0,0,0,0,0,0,1,0,0,0,个性
0,0,0,0,0,0,0,0,0,1,不可分割
1,0,0,1,0,1,0,0,0,0,灌输
0,0,0,0,0,1,0,0,0,0,懒惰的
0,0,0,1,0,0,1,0,0,0,不屈不挠
0,0,0,0,0,0,0,0,0,0,室内的
0,0,0,0,0,0,0,0,0,0,诱导
0,0,0,0,0,0,0,0,0,0,诱导
0,0,0,0,0,0,0,0,0,0,诱因
0,0,0,0,0,0,0,0,0,0,就职
0,0,0,0,0,0,0,0,0,0,放纵
0,0,0,0,0,0,0,0,0,0,放纵
0,0,0,0,0,0,0,0,0,0,放纵的
0,0,0,0,0,0,0,0,0,0,勤劳
0,0,0,0,0,0,0,0,0,0,行业
0,0,0,0,0,0,1,0,0,0,无法形容
0,0,0,0,0,1,0,0,0,0,无效
0,0,1,0,0,1,0,0,0,0,无效的
0,0,1,0,0,1,0,1,0,0,效率低下
0,0,0,0,0,1,0,1,0,0,效率低下
0,0,0,0,0,0,0,0,0,0,无弹性
0,0,0,0,0,0,0,0,0,0,不合格
1,0,1,0,0,1,0,0,0,0,无能
0,0,1,1,0,1,0,1,0,0,无能
1,0,0,1,0,1,0,1,0,0,不等式
0,0,0,0,0,1,0,0,0,0,不公平的
0,0,0,0,0,1,0,0,0,0,惰性
0,0,0,0,0,0,0,0,0,0,惯性
0,0,0,0,0,0,0,0,0,0,不可避免的
0,0,0,0,0,0,0,0,0,0,不准确
1,0,1,0,0,1,0,1,0,0,不可原谅
0,0,0,0,0,0,0,0,0,0,取之不尽
0,0,0,0,0,0,1,0,0,0,便宜
0,0,0,0,0,1,0,0,0,0,经验不足
0,0,0,0,0,1,0,0,0,0,没有经验
0,0,0,0,0,1,0,0,1,0,莫名其妙
0,0,0,0,0,0,0,0,0,1,万无一失
0,0,0,0,0,0,1,0,0,0,万无一失
1,0,1,1,0,1,0,0,0,0,臭名昭著
0,0,0,0,0,1,0,1,0,0,骂名
0,0,0,0,0,0,0,0,0,0,婴儿期
0,1,0,1,1,0,1,0,1,0,婴儿
1,1,1,1,0,1,0,1,0,0,杀婴
1,0,1,0,0,1,0,0,0,0,婴儿
0,0,0,0,0,0,0,0,0,0,步兵
0,0,0,1,0,1,0,0,1,0,梗塞
0,0,0,0,0,0,0,0,0,0,痴情
0,0,0,0,0,0,0,0,0,0,不可行
0,0,1,0,0,1,0,0,0,0,感染
0,0,0,1,0,1,0,0,0,0,感染
0,0,1,1,0,1,0,1,0,0,传染性
0,0,0,0,0,0,0,0,0,0,推断
0,0,0,0,0,0,0,0,0,0,推理
0,0,0,0,0,0,0,0,0,0,推理的
0,0,0,0,0,1,0,1,0,0,下
0,0,0,0,0,1,0,0,0,0,自卑
1,0,0,1,0,1,0,0,0,0,地狱
0,0,0,0,0,0,0,0,0,0,不育
0,0,0,0,0,1,0,1,0,0,不孕不育
0,0,1,1,0,1,0,0,0,0,侵染
1,0,1,1,0,1,0,0,0,0,异教徒
1,0,1,1,0,1,0,1,0,0,不忠
0,0,0,0,0,1,1,0,0,0,浸润
0,0,0,0,0,0,1,0,0,0,无穷
0,0,0,0,0,0,0,0,0,0,无限地
0,0,0,0,0,0,0,0,0,0,无穷小
0,1,0,0,1,0,1,0,0,1,无穷
0,0,0,0,0,1,0,0,0,0,体弱多病
0,0,0,0,0,0,0,0,0,0,医务室
0,0,0,1,0,1,0,0,0,0,虚弱
0,0,0,0,0,1,0,0,0,0,炎
0,0,0,0,0,1,0,0,0,0,膨胀的
0,0,0,1,0,1,0,0,0,0,通货膨胀
0,0,0,0,0,0,0,0,0,0,拐点
1,0,0,1,0,1,0,1,0,0,施加
0,0,0,1,0,1,0,1,0,0,施加
0,0,0,0,0,0,0,0,0,0,花序
0,0,0,0,0,1,1,0,0,0,影响
0,0,0,0,0,0,1,0,0,1,有影响
0,0,0,0,0,1,0,0,0,0,流感
0,0,0,0,0,0,0,0,0,0,涌入
0,0,0,0,0,0,0,0,0,1,通知
0,0,0,0,0,0,0,0,0,0,非正式的
0,0,0,0,0,0,0,0,0,0,线人
0,0,0,0,0,0,1,0,0,0,信息
0,0,0,0,0,0,0,0,0,0,知情的
0,0,0,0,0,1,0,0,0,0,告密者
1,0,0,0,0,1,0,0,0,0,违规
0,0,0,0,0,0,0,0,1,0,不经常
0,0,0,0,0,1,0,0,0,0,不经常
0,0,0,0,0,1,0,0,0,0,侵权
0,0,0,0,0,0,0,0,0,0,注入
0,0,0,0,0,0,0,0,0,0,注入
0,0,0,0,0,0,0,0,0,0,输液
0,0,0,0,0,0,1,0,0,0,巧妙
0,0,0,0,0,0,0,0,0,0,独创性
0,0,0,0,0,0,0,0,0,0,摄取
0,0,0,0,0,0,0,0,0,0,摄取
0,0,0,0,0,0,0,0,0,0,锭
0,0,0,0,0,0,0,0,0,0,根深蒂固
0,0,0,0,0,0,0,0,0,0,成分
0,0,0,0,0,0,0,0,0,0,入口
0,0,0,0,0,0,0,0,0,0,居住于
0,0,0,0,0,0,0,0,0,0,居民
0,0,0,0,0,0,0,0,0,0,有人居住
0,0,0,0,0,0,0,0,0,0,居住
0,0,0,0,0,0,0,0,0,0,吸入
0,0,0,0,0,0,0,0,0,0,吸入
0,0,0,0,0,0,0,0,0,0,固有
0,0,0,0,0,0,0,0,0,0,继承
0,1,0,0,1,0,1,0,1,1,遗产
1,0,1,0,0,1,0,1,0,0,抑制
0,0,0,0,0,0,0,0,0,0,抑制
0,0,0,0,0,1,0,1,0,0,荒凉
1,0,1,1,0,1,0,1,0,0,不人道
0,0,0,0,0,1,0,1,0,0,不人道
1,0,0,0,0,1,0,1,0,0,敌对的
0,0,0,0,0,0,1,0,0,1,无比
0,0,1,0,0,1,0,0,0,0,罪孽
0,0,0,0,0,0,0,0,0,0,最初的
0,0,0,0,0,0,0,0,0,0,发起
0,0,0,0,0,0,0,0,0,0,发起
0,0,0,0,0,0,0,0,0,0,倡议
0,0,0,0,0,0,0,0,0,0,注入
0,0,0,1,0,0,0,0,0,0,注射
0,0,0,0,0,1,0,0,0,0,禁令
1,0,0,1,0,1,0,1,0,0,损伤
0,0,0,1,0,1,0,1,0,0,受伤
1,0,0,1,0,1,0,1,0,0,有害的
1,0,0,1,0,1,0,1,0,0,受伤
1,0,0,0,0,1,0,0,0,0,不公正
0,0,0,0,0,0,0,0,0,0,墨水
0,0,0,0,0,0,0,0,0,0,暗示
0,0,0,0,0,0,0,0,0,0,内陆
0,0,0,0,0,0,0,0,0,0,镶嵌
0,0,0,0,0,0,0,0,0,0,进口
0,0,1,1,0,1,0,0,0,0,犯人
0,0,0,0,0,0,0,0,0,0,客栈
0,0,0,0,0,0,0,0,0,0,先天
0,0,0,0,0,0,0,0,0,0,最里面
0,0,0,0,0,0,0,0,0,0,局
0,0,0,0,0,0,0,0,0,0,旅店老板
0,0,0,0,0,0,1,0,0,0,纯真
0,0,0,0,0,0,1,0,0,1,清白的
0,0,0,0,0,0,1,0,0,0,无辜地
0,0,0,0,0,0,1,0,0,0,无害的
0,0,0,0,0,0,1,0,0,0,创新
0,0,0,0,0,0,1,0,0,0,创新
0,0,0,0,0,0,0,0,0,0,影射
0,0,0,0,0,0,0,0,0,0,无数
0,1,0,0,0,0,0,0,0,1,接种
1,0,0,0,0,1,0,0,0,0,不工作
0,0,0,0,0,0,0,0,0,0,过度的
0,0,0,0,0,0,0,0,0,0,无机物
0,0,0,0,0,0,0,0,0,0,审讯
0,0,0,0,0,0,0,0,0,0,查询
0,0,0,0,0,0,1,0,0,0,询问者
0,0,0,0,0,0,0,0,0,0,查询
0,1,0,0,0,0,1,0,0,0,询问
0,0,0,0,0,0,1,0,0,0,好奇
1,0,0,1,0,1,0,0,0,0,疯狂的
1,0,1,1,0,1,0,1,0,0,疯狂
0,0,0,0,0,0,0,0,0,0,题词
0,0,0,0,0,0,0,0,0,0,高深莫测
0,0,0,0,0,0,0,0,0,0,昆虫
1,0,0,1,0,1,0,1,0,0,不安全
0,0,0,1,0,1,0,0,0,0,不安全感
0,0,0,0,1,0,1,0,0,1,形影不离
0,0,0,0,0,0,0,0,0,0,插入
0,0,0,0,0,0,0,0,0,0,插入
0,0,0,0,0,0,0,0,0,0,插入
0,0,0,0,0,0,0,0,0,0,里面
1,0,1,1,0,1,0,0,0,0,阴险
0,0,0,0,0,0,0,0,0,0,洞察力
0,0,0,0,0,0,1,0,0,0,徽章
0,0,0,0,0,1,0,0,0,0,无足轻重
1,0,0,0,0,1,0,1,0,0,微不足道
0,0,0,0,0,1,0,0,0,0,平淡
0,0,0,0,0,0,0,0,0,0,坚持
0,0,0,0,0,1,0,0,0,0,蛮横的
0,0,0,0,0,0,0,0,0,0,不溶
0,0,0,1,0,1,0,1,1,0,破产
0,0,0,1,0,1,0,1,0,1,资不抵债
0,0,0,0,0,0,0,0,0,0,检查
0,0,0,0,0,0,1,0,0,0,检查员
0,1,0,0,1,0,1,0,0,0,灵感
0,1,0,0,1,0,1,0,0,1,启发
0,0,0,0,1,0,1,0,1,1,启发
0,0,1,1,0,1,0,0,0,0,不稳定
0,1,0,0,0,0,0,0,0,0,安装
0,0,0,0,0,0,0,0,0,0,安装
0,0,0,0,0,0,0,0,0,0,分期付款
0,0,0,0,0,0,0,0,0,0,实例
0,0,0,0,0,0,0,0,0,0,立即的
0,0,0,0,0,0,0,0,0,0,瞬间
0,0,0,0,0,0,0,0,0,0,瞬间
0,0,0,0,0,1,0,0,0,0,唆
0,0,0,0,0,1,0,0,0,0,煽动
0,0,0,0,0,0,0,0,0,0,灌输
0,0,0,0,0,0,0,0,0,0,直觉
1,0,1,1,0,0,1,0,0,0,本能的
0,0,0,0,0,0,0,0,0,1,研究所
0,0,0,0,0,0,0,0,0,0,机构
0,0,0,0,0,0,1,0,0,1,指导
0,0,0,0,0,0,0,0,0,0,指示
0,0,0,0,0,0,1,0,0,1,操作说明
0,0,0,0,0,0,0,0,0,0,指导性的
0,1,0,0,0,0,0,0,0,1,指示
0,0,0,0,0,0,0,0,0,0,有指导意义的
0,1,0,0,0,0,1,0,0,1,讲师
0,0,0,0,0,0,0,0,0,0,乐器
0,0,0,0,0,0,1,0,0,0,器乐的
0,0,0,0,0,0,0,0,0,0,器乐主义者
0,0,0,0,0,0,0,0,0,0,工具性
1,0,0,0,0,1,0,0,0,0,不足
0,0,0,0,0,1,0,0,0,0,不足的
0,0,0,0,0,1,0,0,0,0,不足够
0,0,0,0,0,0,0,0,0,0,孤岛
0,0,0,0,0,0,0,0,0,0,隔离
0,0,0,0,0,0,0,0,0,1,绝缘
1,0,1,0,0,1,0,1,1,0,侮辱
1,0,1,1,0,1,0,1,0,0,侮辱
0,0,0,0,0,0,0,0,0,0,保险
0,0,0,0,0,0,1,0,0,1,保证
0,0,0,0,0,1,0,0,0,0,叛乱分子
0,0,0,1,0,1,0,1,0,0,不可逾越
1,0,0,0,0,1,0,0,0,0,起义
0,0,0,0,0,0,1,0,0,1,完好无损的
0,0,0,0,0,0,0,0,0,0,无形的
0,0,0,0,0,0,0,0,0,0,整数
0,0,0,0,0,0,0,0,0,0,不可缺少的
0,0,0,0,0,0,0,0,0,0,整合
0,0,0,0,0,0,0,0,0,0,一体化
0,0,0,0,0,0,1,0,0,1,正直
0,0,0,0,0,0,1,0,0,0,智力
0,0,0,0,0,0,1,0,0,0,知识分子
0,0,0,1,1,0,1,0,0,1,智力
0,0,0,0,0,0,1,0,0,1,聪明的
0,0,0,0,0,0,0,0,0,0,可理解性
0,0,0,0,0,0,0,0,0,0,可理解的
0,0,0,0,0,0,0,0,0,1,打算
