anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Spanish Word
1,0,1,0,0,1,0,0,0,0,detestar
0,0,1,0,0,1,0,0,0,0,aversión
1,0,1,0,0,1,0,0,0,0,repugnante
0,0,0,0,0,0,0,0,0,0,vestíbulo
0,0,0,0,0,1,0,0,0,0,cabildero
0,0,0,0,0,0,0,0,0,0,lóbulo
0,0,0,0,0,0,0,0,0,0,local
0,0,0,0,0,0,0,0,0,0,lugar
0,0,0,0,0,0,0,0,0,0,localidad
0,0,0,0,0,0,0,0,0,0,localización
0,1,0,0,0,0,0,0,0,0,localizar
0,0,0,0,0,0,0,0,0,0,localizar
0,0,0,0,0,0,0,0,0,0,ubicación
0,0,0,0,0,0,0,0,0,0,lago
0,0,0,0,0,0,0,0,0,0,cerrar
0,0,0,0,0,0,0,0,0,0,armario
0,0,0,0,0,0,0,0,0,0,cerrajero
0,0,0,1,0,1,0,1,0,0,cárcel
0,0,0,0,0,0,0,0,0,0,locomoción
0,0,0,0,0,0,0,0,0,0,locomotora
0,0,0,1,0,1,0,0,0,0,langosta
0,0,0,0,0,0,0,0,0,0,presentar
0,0,0,0,0,0,0,0,0,0,inquilino
0,0,0,0,0,0,0,0,0,1,alojamiento
0,0,0,0,0,0,0,0,0,0,desván
0,0,0,0,0,1,0,0,0,0,elevado
0,0,0,0,0,0,0,0,0,0,Iniciar sesión
0,0,0,0,0,0,0,0,0,0,logaritmo
0,0,0,0,0,0,0,0,0,0,logarítmico
0,0,0,0,0,0,0,0,0,0,lógica
0,0,0,0,0,0,1,0,0,0,lógico
0,0,0,0,0,0,0,0,0,0,logística
0,0,0,0,0,0,0,0,0,0,logotipo
0,0,0,0,0,0,0,0,0,0,lomo
0,0,0,0,0,0,0,0,0,0,chupete
0,0,0,0,0,0,0,1,0,0,solitario
0,0,0,1,0,1,0,1,0,0,soledad
1,0,1,1,0,1,0,1,0,0,solitaria
0,0,0,0,0,1,0,1,0,0,solitario
0,1,0,0,0,0,0,0,0,0,largo
0,0,0,0,0,0,1,0,0,0,longevidad
0,1,0,0,0,0,0,1,0,0,nostalgia
0,0,0,0,0,0,0,0,0,0,longitud
0,0,0,0,0,0,0,0,0,0,longitudinal
0,0,0,0,0,0,0,0,0,0,longitudinalmente
0,0,1,0,0,1,0,0,0,0,lavabo
0,0,0,0,0,0,0,0,0,0,Estar atento
0,1,0,1,0,1,0,0,0,0,telar
0,0,0,0,0,0,0,0,0,0,que se avecina
0,0,1,0,0,1,0,0,0,0,somorgujo
0,0,0,0,0,1,0,0,0,0,loco
0,0,0,0,0,0,0,0,0,0,círculo
0,0,0,0,0,0,0,0,0,0,escapatoria
0,0,0,0,0,0,0,0,0,0,aflojar
0,0,0,0,0,0,0,0,0,0,aflojamiento
0,0,0,0,0,1,0,0,0,0,botín
0,0,0,0,0,0,0,0,0,0,podar
0,0,0,0,0,0,0,0,0,0,desequilibrado
0,0,1,0,0,1,1,0,0,1,caballero
0,0,0,0,0,0,0,0,0,0,señores
0,0,0,0,0,0,1,0,0,0,señorío
0,0,0,0,0,0,0,0,0,0,ciencia
0,0,0,0,0,0,0,0,0,0,camión
1,0,1,1,0,1,0,1,1,0,perder
1,0,0,0,0,1,0,1,0,0,perdiendo
1,0,0,1,0,1,0,1,0,0,pérdida
0,0,0,0,0,1,0,1,0,0,perdió
0,0,0,0,0,0,0,0,0,0,lote
0,0,0,0,0,0,0,0,0,0,loción
0,0,0,0,0,0,0,0,0,0,un montón
0,1,0,0,0,0,0,0,0,0,lotería
0,0,0,0,0,0,0,0,0,0,loto
0,0,0,0,0,0,0,0,0,0,alto
0,0,0,0,0,0,0,0,0,0,ruidosamente
1,0,0,0,0,1,0,0,0,0,volumen
0,0,0,0,0,1,0,0,0,0,salón
0,0,1,0,0,1,0,0,0,0,piojo
0,0,0,0,1,0,1,0,0,1,amable
0,0,0,0,1,0,1,0,0,0,amor
0,1,0,0,1,0,1,1,1,1,hermoso
0,0,0,0,1,0,1,0,0,1,haciendo el amor
0,1,0,0,1,0,1,0,0,1,amante
0,0,0,0,1,0,1,0,0,1,cariñoso
0,0,0,0,0,1,0,1,0,0,más bajo
0,0,0,0,0,1,0,0,0,0,encapotado
0,0,0,0,0,1,0,1,0,0,más bajo
0,0,0,0,0,1,0,0,0,0,Tierras Bajas
0,0,0,0,0,1,0,1,0,0,humilde
0,0,0,1,1,0,1,0,1,1,leal
0,0,0,0,0,0,1,0,0,1,lealtad
0,0,0,0,0,0,0,0,0,0,lubricar
0,0,0,0,0,0,0,0,0,0,lubricación
0,1,0,0,1,0,1,0,1,0,suerte
0,0,0,0,1,0,1,0,1,0,afortunado
0,0,0,0,0,1,0,0,0,0,ridículo
0,0,0,0,0,0,0,0,0,0,arrastrar
0,0,0,0,0,0,0,0,0,0,equipaje
0,1,0,0,0,0,0,0,0,0,calma
0,0,0,0,0,0,0,0,0,0,canción de cuna
0,0,0,0,0,0,0,0,0,0,lumbar
0,0,0,0,0,0,0,0,0,0,Tablas de madera
0,0,0,0,0,1,0,0,0,0,maderero
0,0,0,0,0,0,0,0,0,0,luminiscente
0,0,0,0,0,0,0,0,0,0,luminoso
0,0,0,0,0,1,0,0,0,0,bulto
0,0,1,0,0,1,0,0,0,0,aterronado
1,0,1,1,0,1,0,1,0,0,locura
0,0,0,0,0,0,0,0,0,0,lunar
1,0,1,1,0,1,0,0,0,0,lunático
0,0,0,0,0,0,0,0,0,0,comida
0,0,0,0,0,0,0,0,0,0,almuerzo
0,0,0,0,0,0,0,0,1,0,estocada
0,0,0,0,0,0,0,0,0,0,pulmones
0,0,0,0,0,1,0,0,0,0,estacada
0,0,0,0,0,1,0,0,0,0,señuelo
0,0,1,0,0,1,0,0,0,0,espeluznante
0,0,0,0,0,1,0,0,0,0,Acechar
0,0,0,0,0,1,0,0,0,0,alfombrilla de ratón
0,1,0,0,1,0,1,0,0,0,delicioso
0,0,1,0,0,1,0,1,0,0,lozano
0,1,0,0,0,1,0,0,0,0,lujuria
0,0,0,0,1,0,1,0,0,0,lustre
0,0,0,0,0,1,0,0,0,0,libidinoso
0,0,0,0,0,0,1,0,0,0,lustroso
0,0,1,0,0,0,0,0,0,0,fuerte
0,0,0,0,0,0,0,0,0,0,laúd
0,0,0,0,0,0,1,0,0,0,exuberante
0,0,0,0,1,0,1,0,0,0,lujoso
0,0,0,0,1,0,1,0,0,0,lujo
1,0,1,0,0,1,0,0,0,0,mintiendo
0,0,0,0,0,0,0,0,0,0,linfa
0,0,0,0,0,0,0,0,0,0,linfático
1,0,1,1,0,1,0,1,0,0,linchar
0,0,0,0,0,0,0,0,0,0,lince
0,0,0,0,1,0,1,0,0,0,lira
0,0,0,0,0,0,0,0,0,0,lírica
0,0,0,0,1,0,1,0,0,0,lírico
0,0,0,1,0,1,0,0,0,0,Mazo
0,0,0,0,0,0,0,0,0,1,máquina
0,0,0,0,0,0,0,0,0,0,maquinaria
0,0,0,0,0,0,0,0,0,0,maquinista
0,0,0,0,0,0,0,0,0,0,caballa
1,0,1,1,0,1,0,1,0,0,enojado
0,0,0,0,0,0,0,0,0,0,señora
0,0,0,0,0,0,0,0,0,0,señora
1,0,0,1,0,1,0,0,0,0,enloquecer
1,0,0,1,0,1,0,0,0,0,loco
1,0,0,1,0,1,0,0,0,0,Locura
0,0,0,1,0,1,0,0,0,0,mafia
0,0,0,0,0,0,0,0,0,0,revista
0,0,0,1,0,0,0,0,0,0,mago
0,0,0,0,0,0,0,0,0,0,magenta
0,0,1,0,0,1,0,0,0,0,gusano
0,0,0,0,0,0,0,0,0,0,magia
0,1,0,0,1,0,1,0,1,0,mágico
0,0,0,0,0,0,0,0,1,0,mago
0,0,0,0,0,0,0,0,0,0,magistrado
0,0,0,0,0,0,0,0,0,0,magma
0,0,0,0,0,0,0,0,0,0,magnate
0,0,0,0,0,0,1,0,0,1,imán
0,0,0,0,0,0,1,0,0,0,magnetismo
0,0,0,0,0,0,1,0,0,0,magnetita
0,1,0,0,1,0,1,0,0,1,magnificencia
0,1,0,0,1,0,1,0,1,1,magnífico
0,0,0,0,0,0,0,0,0,0,lupa
0,0,0,0,0,0,0,0,0,0,aumentar
0,0,0,0,0,0,0,0,0,0,magnitud
0,0,0,0,0,0,0,0,0,0,urraca
0,0,0,0,0,0,0,0,0,0,criada
0,0,0,0,0,0,1,0,0,0,doncella
0,1,0,0,0,0,0,0,0,0,correo
0,0,0,0,0,0,1,0,0,0,principal
0,0,0,0,0,0,0,0,0,0,continente
0,0,0,0,0,0,1,0,0,1,pilar
0,0,0,0,0,0,0,0,0,1,mantenimiento
0,1,0,0,1,0,1,0,1,1,majestuoso
0,0,0,0,0,0,1,0,0,1,majestad
0,0,0,0,0,0,1,0,0,0,importante
0,0,0,0,1,0,1,0,0,1,mayoría
0,0,0,0,0,0,0,0,0,0,hacer
0,0,0,0,0,0,0,0,0,0,fabricante
0,0,0,0,0,1,0,0,0,0,improvisado
0,0,0,0,0,0,0,0,0,0,maquillaje
0,0,0,0,0,1,0,0,0,0,enfermedad
0,0,0,0,0,1,0,1,0,0,malestar
0,0,1,1,0,1,0,1,0,0,malaria
1,0,1,1,0,1,0,1,0,0,malévolo
0,0,1,0,0,1,0,0,0,0,crimen
0,0,0,0,0,1,0,0,0,0,malformación
1,0,0,1,0,1,0,0,0,0,malicia
1,0,1,1,0,1,0,1,0,0,malicioso
1,0,1,0,0,1,0,0,0,0,maligno
0,0,0,1,0,1,0,1,0,0,malignidad
1,0,0,1,0,1,0,0,0,0,maligno
0,0,0,0,0,0,0,0,0,0,centro comercial
0,0,0,0,0,0,0,0,0,0,maleable
0,0,0,0,0,0,0,0,0,0,mazo
1,0,0,0,0,1,0,0,0,0,negligencia profesional
0,0,0,0,0,0,0,0,0,1,mamá
0,0,0,0,0,0,0,0,0,0,mamífero
0,0,0,0,0,0,0,0,0,0,mamut
0,0,0,0,0,0,1,0,0,1,administrar
0,0,0,0,0,0,1,0,0,1,administración
0,0,0,0,0,0,0,0,0,0,gerente
0,0,0,1,0,1,0,0,0,0,mandamus
0,0,0,0,0,0,1,0,0,1,mandarín
0,0,0,0,0,0,0,0,0,0,mandato
0,0,0,0,0,0,0,0,0,0,mandíbula
0,0,0,0,0,0,0,0,0,0,mandolina
0,0,0,0,0,0,0,0,0,0,ánima
0,0,0,0,0,0,0,0,0,0,melena
0,0,0,0,0,0,0,0,0,0,maniobra
0,0,0,0,0,0,0,0,0,0,maniobra
0,0,1,1,0,1,0,0,0,0,sarna
0,0,0,0,0,0,0,0,0,0,pesebre
1,0,1,1,0,1,0,1,0,0,mutilar
0,0,0,0,0,0,0,0,0,0,mango
0,0,0,0,0,0,0,0,0,0,mangostán
0,0,0,0,0,0,1,0,0,0,virilidad
0,0,0,0,0,1,0,0,0,0,manía
1,0,0,1,0,1,0,0,0,0,maníaco
0,0,0,0,0,1,0,0,0,0,maníaco
0,0,0,0,0,0,0,0,0,0,manicura
0,0,0,0,0,0,0,0,0,0,manifiesto
0,0,0,1,0,0,0,0,0,0,manifestación
0,0,0,0,0,0,1,0,0,0,manifestado
0,0,0,0,0,0,0,0,0,0,manifiestamente
0,0,0,0,0,0,0,0,0,0,manifiesto
0,0,0,0,0,0,0,0,0,0,colector
0,0,0,0,0,1,0,0,0,0,manipular
1,0,0,1,0,1,0,0,0,0,manipulación
0,0,0,0,0,0,0,0,0,0,humanidad
0,0,0,0,0,0,1,0,0,0,varonil
0,0,0,0,0,0,1,0,0,0,maná
0,0,0,0,0,0,0,0,0,0,manera
0,0,0,0,0,0,1,0,0,0,amanerado
0,0,0,0,0,0,1,0,0,0,modales
0,0,0,0,0,0,0,0,0,0,señorío
0,0,0,0,0,0,0,0,0,0,mansión
1,0,1,1,0,1,0,1,1,0,homicidio involuntario
0,0,0,0,0,0,0,0,0,0,manto
0,0,0,0,0,0,0,0,0,1,manual
0,0,0,0,0,0,0,0,0,0,fabricar
0,0,0,0,0,0,1,0,0,0,fabricante
0,0,1,0,0,1,0,0,0,0,estiércol
0,0,0,0,0,0,0,0,0,0,manuscrito
0,0,0,0,0,0,0,0,0,0,mapa
0,0,0,0,0,1,0,0,0,0,mar
0,0,0,0,0,0,0,0,0,0,mármol
0,0,0,0,0,0,0,0,0,0,jaspeado
0,0,0,0,0,0,0,0,0,0,canicas
0,0,0,0,0,0,1,0,0,0,marcha
0,0,0,0,0,0,0,0,0,0,yegua
0,0,0,0,0,1,0,1,0,0,margen
0,0,0,0,0,0,0,0,0,0,marginal
0,0,0,0,0,0,0,0,0,0,marijuana
0,0,0,0,0,0,0,0,0,1,marina
0,0,0,0,0,0,0,0,0,0,marinero
0,0,0,0,0,0,0,0,0,0,marítimo
0,0,0,0,0,0,0,0,0,0,Marcos
0,0,0,0,0,0,1,0,0,0,marcado
0,0,0,0,0,0,0,0,0,0,mercado
0,0,0,0,0,0,1,0,0,0,comerciable
0,0,0,0,0,0,0,0,0,0,mercado
0,0,0,0,0,0,0,0,0,0,marcas
0,0,0,0,0,0,0,0,0,0,marga
0,0,0,0,0,0,0,0,0,0,mermelada
0,0,0,0,0,1,0,0,0,0,granate
0,0,0,0,0,0,0,0,0,0,marquesina
0,0,0,0,0,0,1,0,0,0,marqués
0,1,0,0,1,0,1,0,0,1,matrimonio
0,0,0,0,0,0,0,0,0,0,casado
0,0,0,0,1,0,1,0,0,1,médula
0,1,0,1,1,0,1,0,1,1,casar
0,0,0,0,0,0,0,0,0,0,pantano
0,0,0,0,0,0,1,0,0,1,mariscal
0,0,0,0,0,0,0,0,0,0,mercado
1,0,0,0,0,0,0,0,0,0,marcial
0,0,0,0,0,1,0,0,0,0,martingala
0,0,0,1,0,1,0,1,0,0,mártir
0,0,0,1,0,1,0,1,0,0,martirio
0,0,0,0,0,0,1,0,1,0,maravilla
0,0,0,0,1,0,1,0,0,0,maravilloso
0,0,0,0,1,0,1,0,0,0,maravillosamente
0,0,0,0,0,0,1,0,0,0,masculino
0,0,0,0,0,0,0,0,0,0,masculinidad
0,0,0,0,0,0,0,0,0,0,mezcla
0,0,0,0,0,0,0,0,0,0,mascarilla
1,0,1,1,0,1,0,0,0,0,masoquismo
0,0,0,0,0,0,0,0,0,0,masón
0,0,0,0,0,0,0,0,0,0,mascarada
0,0,0,0,0,0,0,0,0,0,masa
1,0,1,1,0,1,0,1,0,0,masacre
0,0,0,0,1,0,1,0,0,0,masaje
0,0,0,0,0,0,0,0,0,0,masivo
0,0,0,0,0,0,1,0,0,0,Maestro
0,0,0,0,0,0,0,0,0,0,cerebro
0,0,0,0,1,0,1,0,0,0,obra maestra
1,0,0,0,1,0,1,0,0,1,maestría
0,0,0,0,0,0,0,0,0,0,masturbarse
0,0,0,0,0,0,0,0,0,0,masturbación
0,0,0,0,0,0,0,0,0,0,estera
0,0,0,0,0,0,0,0,0,0,juego
0,0,0,0,0,0,0,0,0,0,pareo
0,1,0,0,0,0,0,0,0,0,casamentero
0,0,0,0,0,0,1,0,0,1,compañero
0,0,0,0,0,0,0,0,0,0,material
0,0,0,0,0,1,0,0,0,0,materialismo
0,0,1,0,0,1,0,0,0,0,materialista
0,0,0,0,0,0,0,0,0,0,materialista
0,0,0,0,0,0,0,0,0,0,materialidad
0,0,0,0,0,0,0,0,0,0,materializar
0,0,0,0,0,0,0,0,0,0,materialmente
0,0,0,0,0,0,0,0,0,0,materiales
0,0,0,0,0,0,0,0,0,0,material bélico
0,1,0,0,0,1,1,0,0,0,materno
0,0,0,0,0,0,0,0,0,0,maternidad
0,0,0,0,0,0,0,0,0,1,matemático
0,0,0,0,0,0,0,0,0,0,matemático
0,0,0,0,0,0,0,0,0,0,matemáticas
0,0,0,0,0,0,0,0,0,0,matriculación
0,1,0,0,1,0,1,0,0,1,matrimonio
0,0,0,0,0,0,0,0,0,0,matriz
0,0,0,0,0,0,1,0,0,1,matrona
0,0,0,0,0,0,0,0,0,0,enmarañado
0,0,0,0,0,0,0,0,0,0,asunto
0,0,0,0,0,0,0,0,0,0,estera
0,0,0,0,0,0,0,0,0,0,colchón
0,0,0,0,0,0,0,0,0,0,maduración
0,0,0,0,0,0,0,0,0,0,madurez
0,0,0,0,0,0,0,1,0,0,mausoleo
0,0,0,0,0,0,0,0,0,0,color de malva
0,0,0,0,0,0,0,0,0,1,máxima
0,0,0,0,0,0,1,0,0,0,máximo
0,0,0,0,0,0,1,0,0,0,alcalde
0,0,0,0,0,0,0,0,0,0,laberinto
0,0,0,0,0,0,0,0,0,0,aguamiel
0,0,0,0,0,0,1,0,0,0,prado
0,0,0,0,0,0,0,0,0,0,comida
0,0,0,0,0,0,0,0,0,0,meandro
0,0,0,0,0,1,0,0,0,0,serpenteante
0,0,0,0,0,0,0,0,0,0,sentido
0,0,0,0,0,1,0,1,0,0,sin sentido
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,0,0,0,0,mientras tanto
0,0,1,1,0,1,0,1,0,0,sarampión
0,0,0,0,0,0,0,0,0,0,mensurable
0,0,0,0,0,0,0,0,0,1,medida
0,0,0,0,0,0,1,0,0,1,Medido
0,0,0,0,0,0,0,0,0,0,medición
0,0,0,0,0,0,0,0,0,0,medición
0,0,0,0,0,0,0,0,0,0,carne
0,0,0,0,0,0,0,0,0,0,mecánico
0,0,0,0,0,0,0,0,0,0,mecánico
0,0,0,0,0,0,0,0,0,0,mecanismo
0,1,0,0,1,0,1,0,1,1,medalla
0,0,0,0,0,0,0,0,0,0,medallón
0,0,0,0,0,0,0,0,0,0,medallista
1,0,0,0,0,1,0,0,0,0,entrometerse
0,0,0,0,0,0,0,0,0,0,intromisión
0,0,0,0,0,0,0,0,0,0,medios de comunicación
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,0,0,0,0,mediana
0,1,0,0,0,0,1,0,0,1,mediar
0,0,0,0,0,0,1,0,0,0,mediación
0,1,0,0,0,0,1,0,0,1,mediador
0,1,0,1,0,0,1,0,0,1,médico
0,0,0,0,0,0,0,0,0,0,medicinal
0,0,0,0,0,0,0,0,0,0,medicamento
0,0,0,0,0,0,0,0,0,0,medieval
0,0,0,0,0,1,0,0,0,0,mediocre
0,0,0,0,0,1,0,0,0,0,mediocridad
0,1,0,0,1,0,1,0,0,1,meditar
0,0,0,0,0,0,0,0,0,0,meditación
0,0,0,0,0,0,0,0,0,0,meditativo
0,0,0,0,0,0,1,0,0,0,Mediterráneo
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,1,0,0,0,popurrí
0,0,0,0,0,0,0,1,0,0,manso
0,0,0,0,0,0,0,0,0,0,reunir
0,0,0,0,0,0,0,0,0,0,reunión
0,0,0,0,0,1,0,1,0,0,melancólico
0,0,0,0,0,1,0,1,0,0,melancolía
0,0,0,1,0,1,0,0,0,0,pelea confusa
0,0,0,0,0,0,0,0,0,0,melodioso
1,0,0,0,0,1,0,1,0,0,melodrama
0,0,0,0,0,0,0,0,0,0,melodramático
0,0,0,0,0,0,0,0,0,0,melodía
0,0,0,0,0,0,0,0,0,0,derretir
0,0,0,0,0,1,0,1,0,0,fusión de un reactor
0,0,0,0,0,0,0,0,0,0,derritiendo
0,0,0,0,0,0,0,0,0,0,miembro
0,0,0,0,0,0,0,0,0,0,membrana
0,0,0,0,0,0,1,0,0,0,recuerdo
0,0,0,0,0,0,0,0,0,0,memorándum
0,0,0,0,0,0,0,0,0,0,memoria
0,0,0,0,0,0,0,0,0,0,cosas memorables
0,0,0,0,1,0,1,0,1,1,memorable
0,0,0,0,0,0,0,0,0,0,memorándum
0,0,0,0,0,0,0,0,0,0,monumento
0,0,0,0,0,0,0,1,0,0,memoriales
0,0,0,0,0,0,0,0,0,0,memorizar
0,0,0,0,0,0,0,0,0,0,memoria
1,0,0,1,0,1,0,0,0,0,amenaza
1,0,0,1,0,1,0,0,0,0,amenazador
0,0,0,0,0,0,0,0,0,0,casa de fieras
0,0,0,0,0,0,0,0,0,0,arreglar
0,0,0,0,0,0,1,0,0,0,zurcidura
0,0,0,0,0,1,0,0,0,0,servil
0,0,0,0,0,0,0,0,0,0,menisco
0,0,0,0,0,0,1,0,0,0,menstruo
0,0,0,0,0,0,0,0,0,0,menstrual
0,0,0,0,0,0,0,0,0,0,mental
0,0,0,0,0,0,0,0,0,0,mencion
0,0,0,0,0,0,1,0,0,1,mentor
0,0,0,0,0,0,0,0,0,0,menú
0,0,0,0,0,0,0,0,0,0,maullar
0,0,0,0,0,0,0,0,0,0,mercantil
0,0,0,1,0,1,0,0,0,0,mercenario
0,0,0,0,0,0,0,0,0,0,mercancías
0,0,0,0,0,0,0,0,0,1,comerciante
0,0,0,0,0,0,1,0,0,0,misericordioso
0,0,0,1,0,1,0,0,0,0,despiadado
0,0,0,0,0,0,0,0,0,0,mercurial
0,0,0,0,0,0,1,0,0,0,misericordia
0,0,0,0,0,0,0,0,0,0,mero
0,1,0,0,0,0,1,0,0,0,unir
0,0,0,0,0,0,0,0,0,0,meridiano
0,0,0,0,0,0,0,0,0,0,meridional
0,0,0,0,0,0,1,0,0,1,mérito
0,0,0,0,1,0,1,0,0,1,meritorio
0,0,0,0,0,0,0,0,0,0,sirena
0,0,0,0,1,0,1,0,1,0,alegría
0,0,0,0,1,0,1,0,0,0,alegre
0,0,0,0,0,0,0,0,0,0,colina baja
0,0,0,0,0,0,0,0,0,0,malla
0,0,0,0,0,0,0,0,0,0,mallas
0,0,0,0,0,0,0,0,0,0,hipnotizado
0,0,1,0,0,1,0,0,0,0,desorden
0,0,0,0,0,0,0,0,0,0,mensaje
0,0,0,0,0,0,0,0,0,1,Mensajero
0,0,1,0,0,1,0,0,0,0,desordenado
0,0,0,0,0,0,0,0,0,0,metabolismo
0,0,0,0,0,0,0,0,0,0,metal
0,0,0,0,0,0,0,0,0,0,metalurgia
0,0,0,0,0,0,0,0,0,0,metamorfosis
0,0,0,0,0,0,0,0,0,0,metáfora
0,0,0,0,0,0,0,0,0,0,metafórico
0,0,0,0,0,0,0,0,0,0,metafísico
0,0,0,0,0,0,0,0,0,0,metafísica
0,0,0,0,0,1,0,0,0,0,metástasis
0,0,0,0,0,0,0,0,0,0,meteorito
0,0,0,0,0,0,0,0,0,0,meteórico
0,0,0,0,0,0,0,0,0,0,meteorito
0,0,0,0,0,0,0,0,0,0,meteorológico
0,0,0,0,0,0,0,0,0,0,meteorología
0,0,0,0,0,0,0,0,0,0,metro
0,0,0,0,0,1,0,0,0,0,metanol
0,0,0,0,0,0,0,0,0,0,método
0,0,0,0,0,0,0,0,0,0,metódico
0,0,0,0,0,0,0,0,0,0,meticuloso
0,0,0,0,0,0,0,0,0,0,métrico
0,0,0,0,0,0,0,0,0,0,métrico
0,0,0,0,0,0,0,0,0,0,metrología
0,0,0,0,0,0,0,0,0,0,metrópoli
0,0,0,0,0,0,1,0,0,0,metropolitano
0,0,0,0,0,0,1,0,0,0,brío
0,0,0,0,0,0,0,0,0,0,maullar
0,0,0,0,0,0,0,0,0,0,mica
0,0,0,0,0,0,0,0,0,0,mick
0,0,0,0,0,0,0,0,0,0,microbio
0,0,0,0,0,0,0,0,0,0,microbiología
0,0,0,0,0,0,0,0,0,0,microcosmo
0,0,0,0,0,0,0,0,0,0,microgramo
0,0,0,0,0,0,0,0,0,0,micrómetro
0,0,0,0,0,0,0,0,0,0,micrón
0,0,0,0,0,0,0,0,0,0,micrófono
0,0,0,0,0,0,0,0,0,1,microscopio
0,0,0,0,0,0,0,0,0,0,microscópico
0,0,0,0,0,0,0,0,0,0,microscópicamente
0,0,0,0,0,0,1,0,0,0,microscopía
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,0,0,0,0,mediodía
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,0,0,0,0,intermediario
0,0,0,0,0,0,0,0,0,0,del interior
0,0,0,0,0,0,0,0,0,0,doce de la noche
0,0,0,0,0,0,0,0,0,0,medio
0,0,0,0,0,0,0,0,0,0,pleno verano
0,0,0,0,0,0,0,0,0,0,a mitad de camino
0,1,0,0,1,1,1,0,0,1,Partera
0,0,0,0,0,0,1,0,0,0,partería
0,0,0,0,0,0,0,0,0,0,semblante
1,0,0,1,1,0,1,0,0,1,poderoso
0,0,0,0,0,0,0,0,0,0,emigrar
0,0,0,0,0,0,0,0,0,0,migración
0,0,0,0,0,0,0,0,0,0,migratorio
0,0,0,0,0,0,0,0,0,0,Miguel
0,0,1,0,0,1,0,0,0,0,moho
0,0,0,0,0,0,0,0,0,0,milla
0,0,0,0,0,0,0,0,0,0,kilometraje
0,0,0,0,0,0,0,0,0,0,hito
0,0,0,0,0,0,0,0,0,0,militante
0,0,0,1,0,0,0,0,0,0,militar
1,0,0,1,0,1,0,1,0,0,milicia
0,0,0,0,0,0,0,0,0,0,Leche
0,0,0,0,0,0,0,0,0,0,lechoso
0,1,0,0,0,0,0,0,0,0,molino
0,0,0,0,0,0,0,0,0,0,milenio
0,0,0,0,0,0,0,0,0,0,miligramo
0,0,0,0,0,0,0,0,0,0,milímetro
0,0,0,0,0,0,0,0,0,0,millón
0,0,0,0,0,0,0,0,0,0,millonario
0,0,0,0,0,0,1,0,0,0,mímica
0,0,0,0,0,0,0,0,0,0,imitar
0,0,0,0,0,0,0,0,0,0,imitando
0,0,0,0,0,1,0,0,1,0,mimetismo
0,0,0,0,0,0,0,0,0,0,mente
0,0,0,0,0,0,0,0,0,0,dispuesto
0,0,0,0,0,0,1,0,0,0,consciente de
0,0,0,0,0,0,1,0,0,0,atención plena
0,0,0,0,0,0,0,0,0,0,mía
0,0,0,0,0,0,0,0,0,0,minero
0,0,0,0,0,0,0,0,0,0,mineral
0,0,0,0,0,0,0,0,0,0,mineralogía
0,0,0,0,0,0,0,0,0,0,mezclarse
0,0,0,0,0,0,0,0,0,0,mezclado
0,0,0,0,0,0,0,0,0,0,miniatura
0,0,0,0,0,0,0,0,0,0,microbús
0,0,0,0,0,0,0,0,0,0,blanca
0,0,0,0,0,1,0,0,0,0,minimizar
0,0,0,0,0,1,0,0,0,0,mínimo
0,0,0,0,0,0,0,0,0,0,ministro
0,0,0,0,0,0,0,0,0,0,ministerial
0,0,0,0,1,0,1,0,0,1,ministerio
0,0,0,0,0,0,0,0,0,0,minivan
0,0,0,0,0,0,0,0,0,0,pececillo
0,0,0,0,0,0,0,0,0,0,menor
0,0,0,0,0,1,0,0,0,0,minoría
0,0,0,0,0,0,0,0,0,0,juglar
0,0,0,0,0,0,0,0,0,0,menta
0,0,0,0,0,0,0,0,0,0,minúscula
0,0,0,0,0,0,0,0,0,0,minuto
0,0,0,0,0,0,0,0,0,0,minucias
0,0,0,0,0,0,0,0,0,0,mirar
0,1,0,0,1,0,1,0,1,1,milagro
0,0,0,0,1,0,1,0,1,0,milagroso
0,0,0,0,0,0,0,0,0,0,espejismo
0,0,1,0,0,1,0,0,0,0,fango
0,0,0,0,0,0,0,0,0,0,espejo
0,0,0,0,1,0,1,0,0,0,alegría
0,0,0,0,0,0,0,0,0,0,malversación
1,0,1,0,0,1,0,0,1,0,mal comportamiento
0,0,0,1,0,1,0,1,0,0,aborto espontáneo
0,0,0,0,0,0,0,0,0,0,misceláneas
0,0,0,0,0,0,0,0,0,0,miscelánea
0,0,0,0,0,1,0,0,0,0,Travesura
0,0,0,0,0,1,0,0,0,0,travieso
1,0,1,1,0,1,0,0,0,0,Idea equivocada
0,0,1,0,0,1,0,0,0,0,mala conducta
0,0,0,0,0,0,0,0,0,0,delito
1,0,1,0,0,1,0,1,0,0,miserable
0,0,0,0,0,1,0,1,0,0,tristemente
1,0,1,1,0,1,0,1,0,0,miseria
0,0,0,1,0,1,0,1,0,0,desgracia
0,0,1,0,0,1,0,0,0,0,equivocado
0,0,1,1,0,1,0,1,1,0,percance
0,0,0,0,0,0,0,0,0,0,mal informado
