Turkish Word,Emotion,Condition
bağlı,negative,0
bağ,negative,0
bağlayıcı,negative,0
uzman,negative,0
fethetmek,negative,0
fatih,negative,0
fetih,negative,1
vicdan,negative,0
vicdanlı,negative,0
bilinç,negative,0
zorunlu askerlik,negative,0
kutsama,negative,0
ardışık,negative,0
razı olmak,negative,0
rıza gösteren,negative,0
sonuçlar,negative,0
sonuç olarak,negative,0
koruma,negative,0
muhafazakarlık,negative,0
tutucu,negative,0
kış bahçesi,negative,0
korumak,negative,0
önemli,negative,0
düşünceli,negative,0
alıcı,negative,0
sevkiyat,negative,0
tutarlılık,negative,0
tutarlı,negative,0
teselli,negative,0
konsol,negative,0
konsolide etmek,negative,0
konsolidasyon,negative,0
ünsüz,negative,0
eşi,negative,0
göze çarpan,negative,0
komplo,negative,0
komplocu,negative,1
komplo kurmak,negative,1
polis memuru,negative,0
sabitlik,negative,0
devamlı,negative,0
sürekli,negative,0
takımyıldız,negative,0
şaşkınlık,negative,1
kabızlık,negative,1
kurucu,negative,0
bileşenler,negative,0
oluşturmak,negative,0
anayasa,negative,0
anayasal,negative,0
anayasaya uygunluk,negative,0
kısıtlamak,negative,1
kısıtlı,negative,1
kısıtlama,negative,1
inşa etmek,negative,0
inşaat,negative,0
yorumlamak,negative,0
konsolos,negative,0
danışmak,negative,0
danışma,negative,0
tüketmek,negative,0
tüketen,negative,0
eksiksiz,negative,0
tamamlanma,negative,0
tüketim,negative,0
İletişim,negative,0
bulaşma,negative,1
bulaşıcı,negative,1
muhafaza,negative,0
kirletmek,negative,1
kirlenmiş,negative,1
bulaşma,negative,1
düşünmek,negative,0
tefekkür,negative,0
düşünceli,negative,0
çağdaş,negative,0
modern,negative,0
hor görmek,negative,1
aşağılık,negative,1
aşağılayıcı,negative,1
rekabet eden,negative,0
içerik,negative,0
çekişme,negative,0
çekişmeli,negative,1
içindekiler,negative,0
bağlam,negative,0
bitişik,negative,0
kontinans,negative,0
kıta,negative,0
kıtasal,negative,0
beklenmedik durum,negative,0
şarta bağlı,negative,0
sürekli,negative,0
sürekli,negative,0
devam,negative,0
devam,negative,0
devam et,negative,0
devam etti,negative,0
devam ediyor,negative,0
süreklilik,negative,0
sürekli,negative,0
devamlı olarak,negative,0
kontur,negative,0
kaçak,negative,1
sözleşme,negative,0
sözleşmeli,negative,1
kasılma,negative,0
müteahhitlik,negative,0
kasılma,negative,0
çelişmek,negative,1
çelişki,negative,1
çelişkili,negative,1
aksine,negative,1
zıtlık,negative,0
zıt,negative,1
aykırı,negative,1
aykırılık,negative,1
katkıda bulunmak,negative,0
katkıda bulunan,negative,0
yapmacık,negative,0
kontrol,negative,0
çekişmeli,negative,1
tartışma,negative,1
muamma,negative,0
nekahat dönemi,negative,0
konveksiyon,negative,0
toplanmak,negative,0
kolaylık,negative,0
kolaylıklar,negative,0
uygun,negative,0
manastır,negative,0
ortak düşünce,negative,0
geleneksel,negative,0
birleştirmek,negative,0
yakınsama,negative,0
yakınsak,negative,0
bilen,negative,0
konuşma,negative,0
sohbet,negative,0
sohbet etmek,negative,0
sohbet,negative,0
dönüştürmek,negative,0
dönüştürmek,negative,0
dönüştürülmüş,negative,0
çevrilebilir,negative,0
dışbükey,negative,0
dışbükeylik,negative,0
iletmek,negative,0
nakil,negative,0
taşıma,negative,0
mahkum,negative,1
mahkumiyet,negative,1
ikna etmek,negative,0
ikna edilmiş,negative,0
inandırıcı,negative,0
toplantı,negative,0
kıvrımlı,negative,0
evrişim,negative,0
konvoy,negative,0
coo,negative,0
pişirmek,negative,0
aşçılık,negative,0
yemek pişirme,negative,0
serin,negative,0
soğutucu,negative,0
soğutma,negative,0
serinlik,negative,0
kümes,negative,1
işbirliği yapmak,negative,0
işbirliği yapmak,negative,0
işbirliği,negative,0
kooperatif,negative,0
koordinat,negative,0
polis,negative,0
bol,negative,0
bakır,negative,0
kopyalamak,negative,1
taklitçi,negative,1
kopyalama,negative,0
telif hakkı,negative,0
mercan,negative,0
kordon,negative,0
kordon,negative,0
kadife,negative,0
çekirdek,negative,0
mantar,negative,0
tirbuşon,negative,0
Mısır,negative,0
kornea,negative,0
köşe,negative,0
dondurma külahı,negative,0
korniş,negative,0
Mısır nişastası,negative,0
sonuç,negative,0
korona,negative,0
taç giyme töreni,negative,0
adli tabip,negative,1
onbaşı,negative,1
Kurumsal,negative,0
şirket,negative,0
bedensel,negative,0
kolordu,negative,0
ceset,negative,1
korpus,negative,0
ağıl,negative,0
düzeltme,negative,1
düzeltici,negative,0
doğruluk,negative,0
korelasyon,negative,0
bağıntılı,negative,0
karşılık,negative,0
yazışma,negative,0
muhabir,negative,0
koridor,negative,0
doğrulamak,negative,0
doğrulama,negative,0
aşınma,negative,1
aşındırıcı,negative,1
yozlaşmış,negative,1
yozlaştırıcı,negative,1
yolsuzluk,negative,1
korse,negative,0
korse,negative,0
korteks,negative,0
kortikal,negative,0
korvet,negative,0
kozmetik,negative,0
makyaj malzemeleri,negative,0
kozmik,negative,0
kozmoloji,negative,0
kozmopolitan,negative,0
Evren,negative,0
maliyet,negative,0
pahalı,negative,0
kostüm,negative,0
Rahat,negative,0
karyola,negative,0
kır evi,negative,0
kır evi,negative,0
pamuk,negative,0
kanepe,negative,0
puma,negative,0
öksürük,negative,1
konsey,negative,0
danışman,negative,0
danışman,negative,1
danışman,negative,0
saymak,negative,0
geri sayım,negative,0
Yüz,negative,0
tezgah,negative,0
karşı koymak,negative,0
denge,negative,0
karşı dava,negative,0
karşılık,negative,0
kontes,negative,0
sayısız,negative,0
ülke,negative,0
taşralı,negative,0
sayar,negative,0
ilçe,negative,0
darbe,negative,0
çift,negative,0
birleştirilmiş,negative,0
kupon,negative,0
cesaret,negative,0
cesur,negative,0
kurye,negative,0
dersler,negative,0
seyir,negative,1
mahkeme,negative,0
nazik,negative,0
nezaket,negative,0
Adliye,negative,0
mahkemeler,negative,0
kur,negative,0
avlu,negative,0
koy,negative,0
Sözleşme,negative,0
örtmek,negative,0
kapalı,negative,0
kaplama,negative,0
gizli,negative,0
imrenmek,negative,1
inek,negative,0
Ödlek,negative,1
korkaklık,negative,1
korkakça,negative,1
kovboy,negative,0
sığır derisi,negative,0
kaporta,negative,0
iş arkadaşı,negative,0
Nazlı,negative,0
çakal,negative,0
Yengeç,negative,0
huysuz,negative,1
çatırtı,negative,1
çatlamış,negative,1
kraker,negative,0
çatlama,negative,1
çatırtı,negative,0
beşik,negative,0
zanaat,negative,0
zanaatkar,negative,0
kurnaz,negative,0
craig,negative,0
tıka basa dolu,negative,0
kramp,negative,1
Sıkışık,negative,1
vinç,negative,0
kafatası,negative,0
krank,negative,1
huysuz,negative,1
saçmalık,negative,1
barbut,negative,0
kaza,negative,1
sandık,negative,0
krater,negative,0
can atmak,negative,0
özlem,negative,0
kerevides,negative,0
yavaş ilerleme,negative,1
pastel boya,negative,0
çılgınlık,negative,0
çılgın,negative,1
deli,negative,1
gıcırdama,negative,1
krem,negative,0
kremacı,negative,0
kremsi,negative,0
kırışık,negative,0
oluşturmak,negative,0
yaratılış,negative,0
yaratıcı,negative,0
yaratıcı,negative,0
yaratık,negative,1
güven,negative,0
Kimlik,negative,0
kimlik bilgileri,negative,0
güvenilirlik,negative,0
güvenilir,negative,0
kredi,negative,0
güvenilir,negative,0
kredi,negative,0
kredilendirme,negative,0
alacaklı,negative,0
inanç,negative,0
dere,negative,0
sürünme,negative,1
sürünen,negative,0
ölü yakma,negative,0
kreol,negative,0
kreşendo,negative,0
hilal,negative,0
çatlak,negative,0
mürettebat,negative,0
beşik,negative,0
kriket,negative,0
suç,negative,1
adli,negative,1
suçluluk,negative,1
kıvrım,negative,0
kıpkırmızı,negative,0
yaltaklanmak,negative,1
sakat,negative,1
sakat,negative,1
kriz,negative,1
gevrek,negative,1
kriter,negative,0
eleştirmen,negative,1
eleştiri,negative,1
eleştirmek,negative,1
eleştiri,negative,0
yaratık,negative,0
vıraklamak,negative,0
güveç,negative,0
çanak çömlek,negative,0
timsah,negative,0
kroft,negative,0
dolandırıcı,negative,1
mahsul,negative,0
kroket,negative,0
geçmek,negative,1
tatar yayı,negative,0
çapraz,negative,0
geçit,negative,0
kasık,negative,0
çömelmek,negative,0
çömelmiş,negative,0
çömelme,negative,1
krupiye,negative,0
karga,negative,0
kalabalık,negative,0
kalabalık,negative,0
taç,negative,0
taçlandırma,negative,0
hayati,negative,0
çapraz,negative,1
haç,negative,0
çarmıha germe,negative,1
ham,negative,1
zalim,negative,1
acımasızca,negative,1
zulüm,negative,1
seyir,negative,0
kruvazör,negative,0
kırıntı,negative,0
dağılan,negative,1
çatırtı,negative,1
haçlı seferi,negative,1
ezmek,negative,0
ezilmiş,negative,1
ezici,negative,1
kabuk,negative,0
huysuz,negative,1
koltuk değneği,negative,0
püf noktası,negative,0
Ağla,negative,1
ağlamak,negative,1
mezar odası,negative,1
şifreli,negative,0
kriptografi,negative,0
kristal,negative,0
kristal,negative,0
kristalleşme,negative,0
yavru,negative,0
küp,negative,0
hücre,negative,0
boynuzlamak,negative,1
guguk kuşu,negative,1
sarılmak,negative,0
isteka,negative,0
manşet,negative,0
yerel mutfak,negative,0
mutfakla ilgili,negative,0
itlaf etmek,negative,1
doruk,negative,0
doruk,negative,0
suçluluk,negative,1
suçlu,negative,1
suçlu,negative,1
kült,negative,1
yetiştirmek,negative,0
ekili,negative,0
yetiştirme,negative,0
kültür,negative,0
menfez,negative,0
hantal,negative,1
kümülüs,negative,0
marifetli,negative,1
Fincan,negative,0
büfe,negative,0
çukurluğu,negative,1
kür,negative,1
tedavi edilebilir,negative,0
papaz,negative,0
iyileştirici,negative,0
küratör,negative,0
zapt etmek,negative,0
Lor,negative,0
sokağa çıkma yasağı,negative,0
merak,negative,0
kıvrılmak,negative,0
kıvrılma,negative,0
para birimi,negative,0
akım,negative,0
Müfredat,negative,0
köri,negative,0
küfür,negative,1
lanetli,negative,1
lanet okuma,negative,1
Gösterişli,negative,1
kısa,negative,0
kısıtlama,negative,0
kısıtlama,negative,0
perde,negative,0
eğrilik,negative,0
eğri,negative,0
kavisli,negative,0
eğrisel,negative,0
Yastık,negative,0
uç,negative,0
küfürlü,negative,0
gardiyan,negative,0
velayet,negative,0
gelenek,negative,0
alışılmış,negative,0
müşteri,negative,0
kesmek,negative,0
deri,negative,0
Sevimli,negative,0
kütikül,negative,0
çatal bıçak takımı,negative,0
kesici,negative,1
kesiciler,negative,0
kıyasıya,negative,1
kesme,negative,1
kırıntı,negative,0
cwt,negative,0
siyanür,negative,1
Çevrim,negative,0
döngüsel,negative,0
bisikletçi,negative,0
siklon,negative,1
silindir,negative,0
silindirik,negative,0
zil,negative,0
alaycı,negative,0
kist,negative,1
kistik,negative,0
sitomegalovirüs,negative,1
sitoplazma,negative,0
çar,negative,0
kuru,negative,0
serpmek,negative,0
cüretkar,negative,1
baba,negative,0
taban taşı,negative,0
arka plan programı,negative,1
aptal,negative,1
hançer,negative,1
günlük,negative,0
zarif,negative,0
günlük,negative,0
dak,negative,0
vadi,negative,0
baraj,negative,0
zarar,negative,1
zararlar,negative,1
bayan,negative,0
lanet etmek,negative,1
lanet,negative,1
lanetli,negative,1
nemli,negative,0
nemlendirilmiş,negative,0
damper,negative,1
küçük hanım,negative,0
dans,negative,0
dansçı,negative,0
kepek,negative,1
züppe,negative,1
tehlike,negative,1
tehlikeli,negative,1
sarkmak,negative,0
nemli,negative,0
zarif,negative,0
cesaret etmek,negative,0
cesur,negative,0
karanlık,negative,0
karartmak,negative,1
karartılmış,negative,1
karanlık,negative,0
karanlık,negative,1
sevgilim,negative,0
kahretsin,negative,0
Dart oyunu,negative,0
kısa çizgi,negative,0
Gösterge Paneli,negative,0
kesikli,negative,1
atılgan,negative,0
alçakça,negative,1
veri,negative,0
veri tabanı,negative,0
tarih,negative,0
kız evlat,negative,0
şafak,negative,0
gün,negative,0
gün doğumu,negative,0
hayal kurmak,negative,0
şaşkınlık,negative,0
sersemlemiş,negative,1
göz kamaştırıcı,negative,0
diyakoz,negative,0
devre dışı bırakmak,negative,1
kilitlenme,negative,1
ölümcül,negative,1
sağır edici,negative,0
sağırlık,negative,0
anlaştık mı,negative,0
satıcı,negative,0
uğraşmak,negative,0
ilişkiler,negative,0
dekan,negative,0
sevgili,negative,0
kıtlık,negative,0
ölüm,negative,1
fiyasko,negative,1
tartışmalı,negative,0
çekişme,negative,0
sefahat,negative,1
tahvil,negative,0
borç,negative,0
enkaz,negative,1
borç,negative,1
borçlu,negative,1
ilk,negative,0
on yıl,negative,0
sürahi,negative,0
çürümek,negative,1
çürümüş,negative,1
merhum,negative,1
aldatma,negative,1
aldatıcı,negative,1
aldatmak,negative,1
aldatılmış,negative,1
aldatıcı,negative,1
terbiye,negative,0
terbiyeli,negative,0
aldatma,negative,1
aldatıcı,negative,1
kesinlikle,negative,0
yaprak döken,negative,0
ondalık,negative,0
deşifre etmek,negative,0
karar,negative,0
belirleyici,negative,0
güverte,negative,0
beyanname,negative,0
beyan edici,negative,0
bildirmek,negative,0
sapma,negative,1
reddetmek,negative,1
azalan,negative,1
çürümek,negative,0
çürümüş,negative,0
ayrışma,negative,1
süslemek,negative,0
dekorasyon,negative,0
edep,negative,0
yem,negative,0
azalmak,negative,1
azalmış,negative,0
azalan,negative,0
kararname,negative,0
azalma,negative,1
yıpranmış,negative,1
kınamak,negative,1
özveri,negative,0
sonuç çıkarmak,negative,0
kesinti,negative,1
kesinti,negative,0
senet,negative,0
derinleştirmek,negative,0
geyik,negative,0
karalama,negative,1
karalayıcı,negative,1
varsayılan,negative,1
yenilgi,negative,1
mağlup,negative,1
kusur,negative,1
iltica,negative,1
arızalı,negative,1
savunmak,negative,0
sanık,negative,0
savundu,negative,0
defans oyuncusu,negative,0
savunma,negative,0
savunma,negative,0
savunmasız,negative,1
savunulabilir,negative,0
savunma,negative,0
ertelemek,negative,0
saygı,negative,0
erteleme,negative,1
erteleme,negative,0
nispet,negative,1
meydan okuyan,negative,1
eksiklik,negative,1
açık,negative,1
tanımlamak,negative,0
tanımlanmış,negative,0
tanım,negative,0
kesin,negative,0
söndürmek,negative,1
deflasyon,negative,1
saptırma,negative,0
sapma,negative,0
kızlığını bozma,negative,0
deforme etmek,negative,1
deforme olmuş,negative,1
şekil bozukluğu,negative,1
dolandırmak,negative,1
savaşmak,negative,0
usta,negative,0
feshedilmiş,negative,1
meydan okumak,negative,1
yozlaşma,negative,1
dejenere,negative,1
dejenerasyon,negative,0
bozulma,negative,1
küçük görmek,negative,1
aşağılayıcı,negative,1
derece,negative,0
susuz,negative,0
gecikme,negative,1
gecikmiş,negative,1
nefis,negative,0
temsilci,negative,0
delegasyon,negative,0
zararlı,negative,1
silme,negative,1
"kasten, kasıtlı, planlı",negative,0
üzerinde düşünme,negative,0
müzakereci,negative,0
incelik,negative,0
lezzetli,negative,0
zevk,negative,0
memnun,negative,0
keyifli,negative,0
betimlemek,negative,0
tasvir,negative,0
suçluluk,negative,1
suçlu,negative,1
çılgın,negative,1
deliryum,negative,1
kurtuluş,negative,0
teslimat,negative,0
dell,negative,0
delta,negative,0
tufan,negative,1
yanılsama,negative,1
sanrılı,negative,1
araştırmak,negative,0
talep etmek,negative,1
talep etmek,negative,1
tavır,negative,0
çılgın,negative,1
bunama,negative,1
ölmek,negative,1
demokrasi,negative,0
demokrat,negative,0
yıkmak,negative,1
yıkım,negative,1
iblis,negative,1
şeytani,negative,1
kanıtlanabilir,negative,0
göstermek,negative,0
gösterdi,negative,0
gösteren,negative,0
gösteri,negative,0
gösterici,negative,0
gösterici,negative,0
morali bozuk,negative,1
demolar,negative,0
den,negative,0
inkar,negative,1
reddedildi,negative,1
mezhep,negative,0
mezhep,negative,0
payda,negative,0
belirtmek,negative,0
kınamak,negative,1
yoğun,negative,0
yoğunluk,negative,0
göçük,negative,0
diş hekimliği,negative,0
ihbar,negative,1
reddetmek,negative,1
inkar,negative,1
deodorant,negative,0
yola çıkmak,negative,0
ayrıldı,negative,1
Bölüm,negative,0
kalkış,negative,1
bağımlı,negative,0
bağımlı,negative,0
bağımlılık,negative,1
bağımlılık,negative,1
bağımlı,negative,1
göstermek,negative,0
tasvir eden,negative,0
tüketme,negative,0
içler acısı,negative,1
üzülmek,negative,1
dağıtmak,negative,0
sınır dışı etmek,negative,1
sınır dışı etme,negative,1
Depozito,negative,0
emanetçi,negative,0
biriktirme,negative,0
depo,negative,0
depo,negative,0
ahlaksız,negative,1
ahlaksızlık,negative,1
değer kaybetmek,negative,1
amortismana tabi tutulmuş,negative,1
amortisman,negative,1
bunalıma girmek,negative,1
bunalımlı,negative,1
iç karartıcı,negative,1
depresyon,negative,1
depresif,negative,1
yoksunluk,negative,1
derinlik,negative,0
milletvekili,negative,0
raydan çıkmak,negative,0
dengesiz,negative,1
sahipsiz,negative,1
alay,negative,1
türetme,negative,0
türev,negative,0
türetmek,negative,0
dermal,negative,0
dermatolog,negative,0
dermatoloji,negative,0
derogasyon,negative,1
aşağılayıcı,negative,1
inmek,negative,0
azalan,negative,0
soyundan gelen,negative,0
Azalan,negative,0
iniş,negative,0
betimlemek,negative,0
tanım,negative,0
tanımlayıcı,negative,0
hürmetsizlik,negative,1
çöl,negative,1
ıssız,negative,1
firar,negative,1
hak etmek,negative,0
hak edilmiş,negative,0
hak eden,negative,0
tasarım,negative,0
atamak,negative,0
atama,negative,0
tasarlanmış,negative,0
tasarımcı,negative,0
tasarlamak,negative,0
arzu edilirlik,negative,0
arzu edilen,negative,0
arzulayan,negative,0
arzulu,negative,0
vazgeçmek,negative,1
sıra,negative,0
ıssızlık,negative,1
çaresizlik,negative,1
umutsuz,negative,1
sevkıyat,negative,0
çaresiz,negative,1
çaresizlik,negative,0
aşağılık,negative,1
tiksinmek,negative,1
despot,negative,1
despotizm,negative,1
tatlı,negative,0
hedef,negative,0
mukadder,negative,0
Kader,negative,0
muhtaç,negative,1
yerlebir edilmiş,negative,1
yok edici,negative,1
yok etmek,negative,1
yıkım,negative,1
yıkıcı,negative,1
ayırmak,negative,0
müstakil,negative,0
önyargısız olma,negative,1
detay,negative,0
detaylar,negative,0
alıkoymak,negative,1
tutuklu,negative,1
tespit etmek,negative,0
algılanabilir,negative,0
tespit etme,negative,0
dedektif,negative,0
dedektör,negative,0
gözaltı,negative,1
caydırmak,negative,0
deterjan,negative,0
bozulmak,negative,1
bozulmuş,negative,1
bozulma,negative,1
belirlenebilir,negative,0
belirli,negative,0
belirleme,negative,0
belirlenen,negative,0
nefret etmek,negative,1
patlatmak,negative,1
patlama,negative,0
dolambaçlı yol,negative,0
küçümsemek,negative,1
Aleyhine,negative,1
zararlı,negative,1
döküntü,negative,1
ikili,negative,0
harap etmek,negative,1
yıkıcı,negative,1
yıkım,negative,1
geliştirmek,negative,0
gelişmekte,negative,0
gelişim,negative,0
sapmak,negative,0
sapma,negative,0
sapma,negative,0
cihaz,negative,0
şeytan,negative,1
şeytani,negative,1
dolambaçlı,negative,1
tasarlamak,negative,0
yoksun,negative,0
yetki devri,negative,1
devretmek,negative,0
adamak,negative,0
adanmış,negative,0
adanmışlık,negative,0
yutmak,negative,1
dindar,negative,0
çiğ,negative,0
dexter,negative,0
el becerisi,negative,0
dekstroz,negative,0
şeytani,negative,1
Teşhis,negative,1
tanı,negative,0
teşhis,negative,0
diyagram,negative,0
aramak,negative,0
lehçe,negative,0
diyalektik,negative,0
diyalog,negative,0
çap,negative,0
elmas,negative,0
elmaslar,negative,0
bebek bezi,negative,0
diyafram,negative,0
ishal,negative,0
günlük,negative,0
eleştiri,negative,1
zar,negative,0
ikili,negative,0
ikilem,negative,0
dikte,negative,0
dikte,negative,0
diktatör,negative,1
diktatör,negative,1
diktatörlük,negative,1
diksiyon,negative,0
sözlük,negative,0
özdeyiş,negative,0
didaktik,negative,0
ölmek,negative,1
diyet,negative,0
diyet,negative,0
farklılık,negative,0
fark,negative,0
farklılıklar,negative,0
diferansiyel,negative,0
farklılaşma,negative,0
farklı,negative,0
farklı,negative,0
zor,negative,0
zorluklar,negative,1
zorluk,negative,1
dağınık,negative,0
yayılma,negative,0
kazmak,negative,0
sindirmek,negative,0
sindirim,negative,0
hane,negative,0
onurlu,negative,0
itibar,negative,0
konu dışına çıkmak,negative,1
kazılar,negative,0
set,negative,0
harap,negative,1
dilatasyon,negative,0
genişleme,negative,0
ikilem,negative,0
çalışkanlık,negative,0
gayretli,negative,0
seyreltici,negative,0
seyreltik,negative,1
seyreltilmiş,negative,0
seyreltme,negative,0
kuruş,negative,0
boyut,negative,0
azaltmak,negative,1
azalmış,negative,1
azalma,negative,0
küçücük,negative,0
din,negative,1
yemek,negative,0
lokanta,negative,0
akşam yemeği,negative,0
Dinozor,negative,0
din,negative,0
piskoposluk,negative,0
piskoposluk,negative,0
diorama,negative,0
daldırma,negative,0
diploma,negative,0
diplomasi,negative,0
diplomat,negative,0
diplomatik,negative,0
korkunç,negative,1
yönlendirilmiş,negative,0
yön,negative,0
direkt olarak,negative,0
müdür,negative,0
dizin,negative,0
kir,negative,1
kirli,negative,1
sakatlık,negative,1
devre dışı bırakmak,negative,1
engelli,negative,1
dezavantaj,negative,0
hoşnutsuz,negative,1
aynı fikirde olmamak,negative,1
nahoş,negative,0
aynı fikirde olmayan,negative,1
anlaşmazlık,negative,1
izin vermemek,negative,0
izin verilmeyen,negative,1
kaybolmak,negative,0
kaybolma,negative,0
kaybolma,negative,0
hayal kırıklığına uğratmak,negative,1
hayal kırıklığına uğramış,negative,1
hayal kırıklığı,negative,1
hayal kırıklığı,negative,1
onaylamama,negative,1
onaylamamak,negative,1
onaylanmadı,negative,1
onaylamayan,negative,1
etkisiz hale getirmek,negative,0
kargaşa,negative,0
felaket,negative,1
felaket,negative,1
dağılmak,negative,0
inançsızlık,negative,0
inanma,negative,1
ödeme,negative,0
ödeme,negative,0
disk,negative,0
atılan,negative,0
atar,negative,1
ayırt etmek,negative,0
fark edilebilir,negative,0
anlayışlı,negative,0
ayırt etme,negative,0
deşarj,negative,1
mürit,negative,0
disiplin,negative,1
feragat etmek,negative,1
sorumluluk reddi,negative,0
ifşa etmek,negative,0
ifşa,negative,0
ifşa,negative,0
solma,negative,1
renksiz,negative,1
rahatsızlık,negative,1
bağlantıyı kes,negative,1
bağlantı kesildi,negative,1
bağlantı kesilmesi,negative,1
hoşnutsuzluk,negative,1
devamsızlık,negative,0
durdurmak,negative,1
süreksizlik,negative,1
süreksiz,negative,0
anlaşmazlık,negative,1
indirim,negative,0
indirimli,negative,0
vazgeçirmek,negative,1
cesareti kırılmış,negative,0
cesaret kırma,negative,1
söylem,negative,0
keşfetmek,negative,0
keşif,negative,0
gözden düşürmek,negative,1
sağduyulu,negative,0
tutarsızlık,negative,0
ayrık,negative,0
takdir yetkisi,negative,0
isteğe bağlı,negative,0
ayrımcılık yapmak,negative,1
ayrımcı,negative,1
ayrımcılık,negative,1
diskus,negative,0
tartışmak,negative,0
tartışma,negative,0
küçümsemek,negative,1
hastalık,negative,1
hastalıklı,negative,1
bedensiz,negative,1
ayrılmak,negative,0
ayrılma,negative,1
şekli bozulmuş,negative,1
rezalet,negative,1
rezil,negative,1
utanç verici,negative,1
hoşnutsuz,negative,1
kılık değiştirmek,negative,0
kılık değiştirmiş,negative,0
iğrenme,negative,1
mide bulandırıcı,negative,1
yemek,negative,0
cesareti kırılmış,negative,1
cesaret kırıcı,negative,1
sahtekâr,negative,1
sahtekârlık,negative,1
onursuzluk,negative,1
hayal kırıklığı,negative,1
dezenfekte etmek,negative,0
dezenfektan,negative,0
dezenfeksiyon,negative,0
dezenformasyon,negative,1
samimiyetsiz,negative,1
parçalanmak,negative,1
parçalanma,negative,1
ilgisiz,negative,1
ayrık,negative,0
kopuk,negative,0
ayırıcı,negative,0
disk,negative,0
disket,negative,0
Beğenmemek,negative,1
hoşlanmadı,negative,1
yerinden çıkmış,negative,1
çıkık,negative,0
yerinden çıkarmak,negative,0
kasvetli,negative,1
dehşet,negative,1
parçalanma,negative,1
Reddet,negative,0
işten çıkarma,negative,1
attan inmek,negative,0
itaatsizlik,negative,1
itaatsiz,negative,1
itaatsizlik etmek,negative,1
düzensizlik,negative,1
düzensiz,negative,1
dağınık,negative,1
aşağılamak,negative,1
aşağılayıcı,negative,1
farklı,negative,0
eşitsizlik,negative,1
duygusuz,negative,1
sevk,negative,0
gidermek,negative,1
muafiyet,negative,0
dağıtmak,negative,0
yaymak,negative,0
"dağınık, dağılmış",negative,0
dağılım,negative,1
yerinden etmek,negative,1
yerinden edilmiş,negative,0
yer değiştirme,negative,0
Görüntüle,negative,0
hoşnutsuz,negative,1
hoşnutsuzluk,negative,1
imha etmek,negative,1
elden çıkarmak,negative,0
bertaraf,negative,0
eğilim,negative,0
mülksüzleştirilmiş,negative,1
çürütmek,negative,0
anlaşmazlık,negative,1
diskalifiye,negative,1
diskalifiye,negative,1
diskalifiye etmek,negative,1
göz ardı etmek,negative,1
dikkate alınmayan,negative,1
itibarsız,negative,1
itibarını zedelemek,negative,0
saygısızlık,negative,1
saygısız,negative,1
bozulma,negative,1
memnuniyetsizlik,negative,1
hoşnutsuz,negative,0
incelemek,negative,0
diseksiyon,negative,0
yaymak,negative,0
yaygınlaştırma,negative,0
anlaşmazlık,negative,1
muhalefet,negative,0
muhalif,negative,1
tez,negative,0
kötülük,negative,1
muhalif,negative,1
benzemeyen,negative,0
dağıtmak,negative,0
dağılmış,negative,0
ayrışma,negative,0
çözülme,negative,1
çözmek,negative,0
uyumsuzluk,negative,1
caydırmak,negative,0
uzak,negative,0
mesafe,negative,0
mesafe,negative,0
tiksinme,negative,1
tatsız,negative,1
damıtmak,negative,0
damıtma,negative,0
ayrım,negative,0
ayırt edici,negative,0
ayırt etmek,negative,0
ayırt edilebilir,negative,0
seçkin,negative,0
ayırt edici,negative,0
çarpık,negative,1
çarpıtma,negative,1
dikkatini dağıtmak,negative,1
dikkati dağılmış,negative,1
dikkat dağıtıcı,negative,1
dikkati başka yöne çekme,negative,1
perişan,negative,1
sıkıntı,negative,1
sıkıntılı,negative,1
üzücü,negative,1
dağıtmak,negative,0
dağıtım,negative,0
semt,negative,0
güvensizlik,negative,1
rahatsızlık,negative,1
rahatsız,negative,1
kullanmamak,negative,1
kullanılmayan,negative,1
Hendek,negative,0
aynen,negative,0
pislik,negative,0
günlük,negative,0
divan,negative,0
dalmak,negative,0
dalgıç,negative,0
ayrılmak,negative,0
uyuşmazlık,negative,0
farklı,negative,1
sapma,negative,0
dalgıçlar,negative,0
türlü,negative,1
çeşitlendirilmiş,negative,0
çeşitlendirmek,negative,0
saptırma,negative,0
çeşitlilik,negative,0
yönlendirmek,negative,0
yönlendirme,negative,0
elden çıkarmak,negative,0
elden çıkarılan,negative,1
elden çıkarma,negative,1
bölmek,negative,0
bölünmüş,negative,0
kâr payı,negative,0
kehanet,negative,0
ilahi,negative,0
tanrısallık,negative,0
bölünebilir,negative,0
bölüm,negative,0
bölen,negative,0
boşanmak,negative,1
ifşa etmek,negative,0
baş dönmesi,negative,1
başı dönmek,negative,1
uysal,negative,0
rıhtım,negative,0
demirledi,negative,1
iş listesi,negative,0
doktor,negative,0
doktriner,negative,0
doktrin,negative,0
belge,negative,0
belgesel,negative,0
atlatmak,negative,0
kaçmak,negative,0
dişi geyik,negative,0
yapan,negative,0
köpek,negative,0
inatçı,negative,0
dogma,negative,0
dogmatik,negative,0
işler,negative,0
yap,negative,1
sıkıntı,negative,1
dole,negative,1
oyuncak bebek,negative,0
dolar,negative,0
dolor,negative,1
Yunus,negative,0
alan adı,negative,0
kubbe,negative,0
yerel,negative,0
evcil,negative,0
evcilleştirme,negative,0
ikametgah,negative,0
yerleşik,negative,0
hakimiyet,negative,0
baskın,negative,1
hükmetmek,negative,1
hakim,negative,0
egemenlik,negative,1
