Korean Word,Emotion,Condition
부패,negative,1
고인,negative,1
책략,negative,1
기만적인,negative,1
속이다,negative,1
속이다,negative,1
속이는,negative,1
예절 바름,negative,0
품위 있는,negative,0
기만,negative,1
속이는,negative,1
단호히,negative,0
낙엽,negative,0
소수,negative,0
풀다,negative,0
결정,negative,0
결정적인,negative,0
갑판,negative,0
선언,negative,0
선언적,negative,0
선언하다,negative,0
기움,negative,1
감소,negative,1
쇠퇴,negative,1
분해하다,negative,0
분해,negative,0
분해,negative,1
장식하다,negative,0
장식,negative,0
단정,negative,0
유인 못,negative,0
감소하다,negative,1
감소,negative,0
감소,negative,0
법령,negative,0
감소,negative,1
낡아빠진,negative,1
비난,negative,1
봉납,negative,0
추론하다,negative,0
빼다,negative,1
공제,negative,0
증서,negative,0
깊게 하다,negative,0
사슴,negative,0
중상,negative,1
명예 훼손,negative,1
기본,negative,1
패배시키다,negative,1
패배,negative,1
결함,negative,1
저버림,negative,1
결함 있는,negative,1
지키다,negative,0
피고,negative,0
방어,negative,0
방어자,negative,0
방어,negative,0
방어,negative,0
방비 없는,negative,1
방어할 수 있는,negative,0
방어적인,negative,0
연기하다,negative,0
복종,negative,0
연기,negative,1
연기,negative,0
도전,negative,1
도전적인,negative,1
부족,negative,1
적자,negative,1
정의하다,negative,0
한정된,negative,0
정의,negative,0
결정적인,negative,0
꺾다,negative,1
수축,negative,1
비끼다,negative,0
편향,negative,0
꽃을 꺾다,negative,0
추하게 하다,negative,1
변형,negative,1
기형,negative,1
속이다,negative,1
도전하다,negative,0
손재주 있는,negative,0
없어져 버린,negative,1
무시하다,negative,1
퇴화,negative,1
퇴화하다,negative,1
퇴화,negative,0
하락,negative,1
저하,negative,1
굴욕적인,negative,1
도,negative,0
탈수,negative,0
지연,negative,1
지연,negative,1
즐거운,negative,0
대리자,negative,0
대표단,negative,0
해로운,negative,1
삭제,negative,1
고의의,negative,0
숙고,negative,0
숙고,negative,0
섬세,negative,0
맛있는,negative,0
기쁨,negative,0
아주 기뻐하는,negative,0
매우 기쁜,negative,0
묘사하다,negative,0
묘사,negative,0
과실,negative,1
체납,negative,1
정신 착란,negative,1
섬망 상태,negative,1
구출,negative,0
배달,negative,0
작은 골짜기,negative,0
델타,negative,0
대홍수,negative,1
미혹,negative,1
망상,negative,1
동굴,negative,0
수요,negative,1
요구하는,negative,1
행실,negative,0
미친,negative,1
백치,negative,1
권리 양도,negative,1
민주주의,negative,0
민주당원,negative,0
헐다,negative,1
파괴,negative,1
악마,negative,1
악마 같은,negative,1
증명할 수 있는,negative,0
입증하다,negative,0
시연,negative,0
시연,negative,0
데모,negative,0
분명히 나타내는,negative,0
시위 운동자,negative,0
의기소침해진,negative,1
시민,negative,0
굴,negative,0
부정,negative,1
거부됨,negative,1
명칭,negative,0
교단,negative,0
분모,negative,0
나타내다,negative,0
고발하다,negative,1
밀집한,negative,0
밀도,negative,0
훼손하다,negative,0
치과,negative,0
비난,negative,1
부인하다,negative,1
부정,negative,1
탈취제,negative,0
출발,negative,0
죽은,negative,1
학과,negative,0
출발,negative,1
의존하다,negative,0
매달린,negative,0
의존,negative,1
의존,negative,1
매달린,negative,1
묘사하다,negative,0
묘사,negative,0
고갈,negative,0
통탄 할,negative,1
개탄하다,negative,1
전개하다,negative,0
추방,negative,1
추방,negative,1
보증금,negative,0
예탁자,negative,0
침적,negative,0
공탁소,negative,0
정거장,negative,0
타락한,negative,1
타락,negative,1
얕보다,negative,1
감가상각,negative,1
감가 상각,negative,1
내리 누르다,negative,1
우울한,negative,1
우울한,negative,1
우울증,negative,1
우울한,negative,1
박탈,negative,1
깊이,negative,0
대리인,negative,0
탈선하다,negative,0
미친,negative,1
외딴,negative,1
비웃음,negative,1
유도,negative,0
유도체,negative,0
파생,negative,0
피부,negative,0
피부과 전문의,negative,0
피부과,negative,0
감손,negative,1
경멸적인,negative,1
하강하다,negative,0
후손,negative,0
후손,negative,0
내림차순,negative,0
하강,negative,0
설명하다,negative,0
설명,negative,0
기술적인,negative,0
신성 모독,negative,1
사막,negative,1
버려진,negative,1
황폐,negative,1
~ 받을 만하다,negative,0
당연한,negative,0
원조 받을 만한,negative,0
설계,negative,0
가리키다,negative,0
지정,negative,0
설계된,negative,0
디자이너,negative,0
설계,negative,0
바람직함,negative,0
바람직한,negative,0
바라는,negative,0
원하는,negative,0
단념하다,negative,1
책상,negative,0
쓸쓸함,negative,1
절망,negative,1
절망,negative,1
급파,negative,0
자포자기한,negative,1
절망,negative,0
비열한,negative,1
경멸하다,negative,1
전제적인,negative,1
전제국,negative,1
디저트,negative,0
목적지,negative,0
향하는,negative,0
운명,negative,0
난민,negative,1
파괴됨,negative,1
파괴자,negative,1
파괴,negative,1
파괴,negative,1
파괴적인,negative,1
분리하다,negative,0
떨어져 있는,negative,0
분리,negative,1
세부 사항,negative,0
세부,negative,0
구금,negative,1
억류자,negative,1
감지하다,negative,0
감지 가능한,negative,0
발각,negative,0
형사,negative,0
탐지기,negative,0
구류,negative,1
그만 두게 하다,negative,0
세정제,negative,0
악화,negative,1
악화,negative,1
악화,negative,1
결정 가능한,negative,0
한정된,negative,0
결정,negative,0
단호한,negative,0
싫어하다,negative,1
폭발하다,negative,1
폭발,negative,0
우회,negative,0
떨어지다,negative,1
상해,negative,1
해로운,negative,1
암설,negative,1
듀스,negative,0
황폐화하다,negative,1
지독한,negative,1
황폐,negative,1
개발하다,negative,0
개발 중,negative,0
개발,negative,0
빗나가게 하다,negative,0
일탈,negative,0
편차,negative,0
장치,negative,0
악마,negative,1
악마 같은,negative,1
멀리 돌아가는,negative,1
유증,negative,0
결여 된,negative,0
상전,negative,1
양도하다,negative,0
바치다,negative,0
신봉자,negative,0
경건한,negative,0
삼키다,negative,1
독실한,negative,0
이슬,negative,0
덱스터,negative,0
재치,negative,0
포도당,negative,0
악마 같은,negative,1
진단,negative,1
특수 증상,negative,0
진단,negative,0
도표,negative,0
다이얼,negative,0
방언,negative,0
변증법,negative,0
대화,negative,0
지름,negative,0
다이아몬드,negative,0
다이아 패 한 벌,negative,0
기저귀,negative,0
횡격막,negative,0
설사,negative,0
다이어리,negative,0
불평,negative,1
주사위,negative,0
이분법적인,negative,0
이분법,negative,0
명령,negative,0
받아쓰기,negative,0
독재자,negative,1
독재적인,negative,1
절대권,negative,1
어법,negative,0
사전,negative,0
격언,negative,0
남을 가르치고 싶어하는,negative,0
주사위,negative,1
다이어트,negative,0
다이어트,negative,0
다르다,negative,0
차이점,negative,0
차이점,negative,0
미분,negative,0
분화,negative,0
다르게,negative,0
다른,negative,0
어려운,negative,0
어려움,negative,1
어려움,negative,1
퍼지다,negative,0
확산,negative,0
파기,negative,0
요람,negative,0
소화,negative,0
숫자,negative,0
위엄 있는,negative,0
위엄,negative,0
탈선,negative,1
하숙,negative,0
제방,negative,0
낡은,negative,1
팽창,negative,0
팽창,negative,0
양도 논법,negative,0
근민,negative,0
성실한,negative,0
희석제,negative,0
묽게 한,negative,1
희석,negative,0
노동 희석,negative,0
단돈 한 닢,negative,0
치수,negative,0
줄다,negative,1
감소,negative,1
감소,negative,0
작은,negative,0
소음,negative,1
식사,negative,0
식당,negative,0
저녁,negative,0
공룡,negative,0
힘,negative,0
교구 주교,negative,0
교구,negative,0
디오라마,negative,0
담그다,negative,0
졸업 증서,negative,0
외교,negative,0
외교관,negative,0
외교,negative,0
무서운,negative,1
지시,negative,0
방향,negative,0
곧장,negative,0
감독,negative,0
예배 규칙서,negative,0
흙,negative,1
더러운,negative,1
무능,negative,1
장애를 입히다,negative,1
장애가 있는,negative,1
불리,negative,0
불만,negative,1
동의하지 않는다,negative,1
불쾌한,negative,0
동의하지 않는,negative,1
불쾌한 일,negative,1
불허하다,negative,0
불허,negative,1
사라지다,negative,0
소실,negative,0
사라지는,negative,0
어긋나게 하다,negative,1
실망한,negative,1
실망스러운,negative,1
실망,negative,1
난색,negative,1
안된다고 하다,negative,1
비승인,negative,1
비승인,negative,1
무장해제,negative,0
혼란,negative,0
재해,negative,1
비참한,negative,1
해산,negative,0
불신,negative,0
믿지 않다,negative,1
지불,negative,0
지불,negative,0
디스크,negative,0
버려진,negative,0
버린다,negative,1
분별하다,negative,0
보고 알 수 있는,negative,0
식별력 있는 사람들,negative,0
식별,negative,0
해고하다,negative,1
제자,negative,0
규율,negative,1
버리다,negative,1
부인 성명,negative,0
드러내다,negative,0
공개,negative,0
폭로,negative,0
변색,negative,1
변색,negative,1
불편감,negative,1
연결을 끊다,negative,1
연결이 끊긴,negative,1
단절,negative,1
불만,negative,1
중단,negative,0
폐하다,negative,1
불연속,negative,1
끊어진,negative,0
불화,negative,1
할인,negative,0
할인,negative,0
낙담하다,negative,1
낙심,negative,0
낙담,negative,1
담화,negative,0
발견하다,negative,0
발견,negative,0
불신,negative,1
신중한,negative,0
불일치,negative,0
이산,negative,0
재량,negative,0
임의의,negative,0
차별하다,negative,1
차별,negative,1
차별,negative,1
원반,negative,0
논의하다,negative,0
논의,negative,0
경멸감,negative,1
질병,negative,1
병든,negative,1
육체가 없는,negative,1
풀다,negative,0
해방,negative,1
기형,negative,1
불명예,negative,1
불명예스러운,negative,1
수치스러운,negative,1
불만,negative,1
위장하다,negative,0
변장,negative,0
싫음,negative,1
역겨운,negative,1
접시,negative,0
낙심하다,negative,1
낙담하는,negative,1
부정한,negative,1
부정직,negative,1
불명예,negative,1
환멸,negative,1
소독하다,negative,0
살균제,negative,0
소독,negative,0
그릇된 정보,negative,1
솔직하지 못한,negative,1
분해하다,negative,1
분해,negative,1
사심 없는,negative,1
분리된,negative,0
분리된,negative,0
접속사,negative,0
디스크,negative,0
디스켓,negative,0
싫어함,negative,1
싫어,negative,1
탈구,negative,1
탈구,negative,0
밀어내다,negative,0
음침한,negative,1
당황,negative,1
절단,negative,1
해고하다,negative,0
해임,negative,1
내리다,negative,0
불순종,negative,1
불순종,negative,1
좇지 않다,negative,1
무질서,negative,1
무질서한,negative,1
무질서한,negative,1
얕보다,negative,1
폄하,negative,1
다른,negative,0
상이,negative,1
냉정한,negative,1
보내다,negative,0
없애다,negative,1
분배,negative,0
분배 하다,negative,0
분산,negative,0
분산,negative,0
분산,negative,1
바꾸어 놓다,negative,1
실향민,negative,0
배수량,negative,0
표시하다,negative,0
불쾌한,negative,1
불쾌,negative,1
처분,negative,1
처분하다,negative,0
처분,negative,0
처분,negative,0
빼앗긴,negative,1
반증하다,negative,0
논쟁,negative,1
자격 박탈,negative,1
실격,negative,1
실격,negative,1
무시,negative,1
무시,negative,1
보기 싫은,negative,1
나쁜 평판,negative,0
무례,negative,1
무례한,negative,1
분열,negative,1
불만,negative,1
불만족,negative,0
해부하다,negative,0
해부,negative,0
보급하다,negative,0
씨 뿌리기,negative,0
불화,negative,1
불찬성,negative,0
반대,negative,1
논문,negative,0
해,negative,1
반체제 인사,negative,1
비슷하지 않은,negative,0
소산하다,negative,0
소산,negative,0
분리,negative,0
해산,negative,1
디졸브,negative,0
불협화음,negative,1
설득,negative,0
원위,negative,0
거리,negative,0
먼,negative,0
싫증,negative,1
맛 없는,negative,1
석유 제품,negative,0
증류,negative,0
구별,negative,0
독특한,negative,0
구별하다,negative,0
구별할 수 있는,negative,0
저명한,negative,0
구별,negative,0
비뚤어진,negative,1
왜곡,negative,1
괴롭히다,negative,1
산만,negative,1
산만,negative,1
혼란,negative,1
미친,negative,1
고통,negative,1
고민하다,negative,1
괴로운,negative,1
분배하다,negative,0
분포,negative,0
구역,negative,0
불신,negative,1
방해,negative,1
방해,negative,1
쓰지 않음,negative,1
사용하지 않는,negative,1
도랑,negative,0
같게,negative,0
소곡,negative,0
일주,negative,0
시집,negative,0
잠수,negative,0
잠수부,negative,0
발산,negative,0
분기,negative,0
다른,negative,1
발산,negative,0
몇 개의,negative,0
다양한,negative,1
다양한,negative,0
다양화하다,negative,0
전환,negative,0
다양성,negative,0
우회하다,negative,0
전환,negative,0
벗기다,negative,0
매각,negative,1
박탈,negative,1
나누다,negative,0
각기 다른,negative,0
피제수,negative,0
점,negative,0
신성한,negative,0
신학,negative,0
나눌 수 있는,negative,0
분할,negative,0
제수,negative,0
이혼,negative,1
폭로하다,negative,0
현기증,negative,1
어지러운,negative,1
온순한,negative,0
독,negative,0
도킹,negative,1
꼬리표,negative,0
의사,negative,0
교리적인,negative,0
교의,negative,0
문서,negative,0
기록한 것,negative,0
다지,negative,0
회피,negative,0
암사슴,negative,0
행위자,negative,0
개,negative,0
완고한,negative,0
교조,negative,0
독단적인,negative,0
행위,negative,0
해,negative,1
답답한,negative,1
실업 수당,negative,1
인형,negative,0
달러,negative,0
슬픔,negative,1
돌고래,negative,0
도메인,negative,0
둥근 천장,negative,0
국내의,negative,0
길들여진,negative,0
길들임,negative,0
처소,negative,0
거주,negative,0
권세,negative,0
우성,negative,1
억누르다,negative,1
지배,negative,0
지배,negative,1
지배,negative,0
도미노 패,negative,0
두목,negative,0
기부,negative,0
당나귀,negative,1
기증자,negative,0
낙서,negative,1
운명,negative,1
운명,negative,1
최후의 날,negative,1
문,negative,0
초인종,negative,0
출입구,negative,0
잠자는,negative,0
기숙사,negative,0
등 지느러미,negative,0
정량,negative,0
점,negative,0
더블,negative,0
두 배로,negative,0
이중선,negative,0
배가,negative,0
의심,negative,1
불안한,negative,1
의심,negative,1
의심 없는,negative,0
주수,negative,1
반죽,negative,0
도넛,negative,0
음울한,negative,1
비둘기,negative,0
우울한,negative,0
몰락,negative,1
수월한,negative,0
호우,negative,0
철저한,negative,0
마음 놓을 수 없는,negative,0
결혼 지참금,negative,0
선잠,negative,0
다스,negative,0
단조로운,negative,1
초안,negative,0
견인,negative,0
용,negative,0
물을 빼다,negative,0
배수,negative,1
배수,negative,0
드레이크,negative,0
드라마,negative,0
극적인,negative,0
덮는 천,negative,0
피륙,negative,0
격렬한,negative,0
초안,negative,0
그리다,negative,0
약점,negative,1
서랍,negative,0
서랍,negative,0
그림,negative,0
공포,negative,1
무서운,negative,1
끔찍하게,negative,1
꿈,negative,0
꿈 꾸는 사람,negative,0
꿈꾸는,negative,0
꿈꾸는 듯한,negative,0
쓸쓸한,negative,1
준설선,negative,0
흠뻑,negative,0
장롱,negative,0
드리블,negative,0
건조한,negative,0
건조기,negative,0
경향,negative,0
표류,negative,0
송곳,negative,0
마시다,negative,0
음주,negative,1
똑똑 떨어지는 물방울 소리,negative,0
똑똑,negative,0
군침,negative,1
운전사,negative,0
차도,negative,0
이슬비,negative,0
드롤,negative,0
무인 비행기,negative,1
군침,negative,0
하수,negative,1
하락,negative,0
작은 물방울,negative,0
가뭄,negative,1
운전했다,negative,0
안 들리게 하다,negative,1
졸음,negative,1
나른한,negative,0
천역,negative,1
의약품,negative,0
약에 취한,negative,0
약국,negative,0
드루이드,negative,0
북,negative,0
고수,negative,0
북을 치다,negative,0
술취한,negative,1
만취,negative,1
마른,negative,0
건조함,negative,0
이중,negative,0
이중성,negative,0
이중성,negative,0
서투른 사람,negative,0
모호한,negative,1
물오리 사냥,negative,0
도관,negative,0
두들겨 펼 수 있는,negative,0
의복,negative,0
~로 인한,negative,0
결투,negative,0
회비,negative,0
이중주,negative,0
방공호,negative,0
공작,negative,0
단조롭고 지루한,negative,1
멍청한,negative,1
가짜의,negative,1
덤프,negative,0
우울,negative,1
암갈색,negative,1
모래 언덕,negative,0
똥,negative,0
지하 감옥,negative,1
듀오,negative,0
잘 속는 사람,negative,1
이중,negative,0
복제하다,negative,0
복사,negative,0
이중성,negative,1
내구성,negative,0
튼튼한,negative,0
지속,negative,0
협박,negative,1
황혼,negative,0
거무스름한,negative,0
먼지,negative,1
살포기,negative,0
무미 건조한,negative,0
충실한,negative,0
난쟁이,negative,0
왜소한,negative,1
살다,negative,0
거주자,negative,0
주거,negative,0
물든 색,negative,0
사망,negative,1
제방,negative,0
동적,negative,0
동적인,negative,0
역학,negative,0
다이너마이트,negative,0
왕조,negative,0
이질,negative,1
소화불량,negative,0
열렬한,negative,0
열의,negative,0
독수리,negative,0
귀,negative,0
백작,negative,0
더 일찍,negative,0
일찍,negative,0
벌다,negative,0
진지한,negative,0
진지하게,negative,0
진지함,negative,0
수입,negative,0
귀걸이,negative,0
귀소리,negative,0
지구,negative,0
질그릇,negative,0
지구의,negative,0
지진,negative,1
거친,negative,0
쉬움,negative,0
화가,negative,0
지역권,negative,0
용이하게,negative,0
쉬운,negative,0
느긋한,negative,0
먹다,negative,0
먹기,negative,0
도청,negative,1
썰물,negative,0
흑단,negative,0
별난,negative,0
이심률,negative,0
교회의,negative,0
에코,negative,0
절충주의,negative,0
식,negative,0
황도,negative,0
경제적인,negative,0
경제학,negative,0
경제,negative,0
엑스터시,negative,0
황홀한,negative,0
세계적인,negative,0
소용돌이,negative,0
가장자리,negative,0
가두리 침,negative,0
먹을 수 있는,negative,0
명령,negative,1
교화,negative,0
건물,negative,0
편집하다,negative,0
판,negative,0
편집자,negative,0
사설,negative,0
기르다,negative,0
교육받은,negative,0
교육,negative,0
교육적인,negative,0
뱀장어,negative,0
효과,negative,0
효과적인,negative,0
효과,negative,0
효과적인,negative,0
효과적으로,negative,0
효력을 발휘하다,negative,0
여자 같은,negative,1
효과 있는,negative,0
효능,negative,0
능률,negative,0
효율적인,negative,0
인형,negative,0
노력,negative,0
유출,negative,0
계란,negative,0
자아,negative,0
이기적인,negative,1
악명 높은,negative,1
출구,negative,0
여덟 번째,negative,0
여든,negative,0
갑자기 외치다,negative,0
사정,negative,0
꺼내다,negative,1
방출,negative,1
정교한,negative,0
동화,negative,0
기력,negative,0
경과,negative,0
경과,negative,0
탄력있는,negative,0
탄력,negative,0
의기 양양한,negative,0
팔꿈치,negative,0
노년,negative,0
장로,negative,0
연상,negative,0
가장 나이 많은,negative,0
선택된,negative,0
선거,negative,0
선거인,negative,0
유권자,negative,0
전기 같은,negative,0
전기,negative,0
우아,negative,0
우아한,negative,0
요소,negative,0
초등학교,negative,0
집단,negative,0
코끼리,negative,0
올리다,negative,0
높이,negative,0
엘리베이터,negative,0
열하나,negative,0
십일,negative,0
꼬마 요정,negative,0
이끌 리다,negative,0
자격이 있는,negative,0
제거,negative,1
엘리트,negative,0
고라니,negative,0
엘,negative,0
타원,negative,0
생략,negative,0
타원체,negative,0
타원형,negative,0
타원형,negative,0
길다,negative,0
연장,negative,0
웅변,negative,0
웅변,negative,0
해명하다,negative,0
설명,negative,0
피하다,negative,0
피하는,negative,1
쇠약해진,negative,1
나다,negative,0
해방,negative,0
둑,negative,0
금지,negative,1
태우다,negative,0
당황하다,negative,1
당혹스러운,negative,1
당황,negative,1
대사관,negative,0
포함시키다,negative,0
꾸미다,negative,0
꾸밈,negative,0
여신,negative,0
도용,negative,1
상징,negative,0
상징적인,negative,0
구체화,negative,0
색전증,negative,1
양각,negative,0
포옹하다,negative,0
수 놓은,negative,0
자수,negative,0
휩쓸어 넣는,negative,1
태아,negative,0
배아의,negative,0
에메랄드,negative,0
알려지다,negative,0
출현,negative,0
비상,negative,1
명예,negative,0
이민,negative,0
이주,negative,0
저명,negative,0
저명한,negative,0
현저하게,negative,0
왕족,negative,0
방사,negative,0
방출하다,negative,0
감정,negative,0
감정적인,negative,0
감동적인,negative,0
공감,negative,0
황제,negative,0
중요성,negative,0
강조하다,negative,0
강조된,negative,0
제국,negative,0
경험적,negative,0
경험주의,negative,0
고용,negative,0
고용주,negative,0
고용,negative,0
백화점,negative,0
권한을 부여하다,negative,0
황후,negative,0
공,negative,0
비움,negative,0
비어 있는,negative,0
모방하다,negative,0
유제,negative,0
~할 수 있게 하다,negative,0
활성화,negative,0
제정하다,negative,0
제정,negative,0
에나멜,negative,0
야영지,negative,0
호리다,negative,0
마법에 걸린,negative,0
매혹적인,negative,0
마법,negative,0
에워 싸다,negative,0
둘러싸다,negative,0
엔클레이브,negative,1
넣다,negative,0
인코딩,negative,0
에워 싸다,negative,0
연주,negative,0
맞닥뜨리다,negative,0
장려하다,negative,0
격려,negative,0
잠식하다,negative,0
잠식,negative,1
암호화,negative,0
방해물,negative,1
백과 사전,negative,0
끝,negative,0
위태롭게,negative,1
멸종 위기,negative,1
노력,negative,0
끝났다,negative,0
풍토병,negative,1
종결,negative,0
끝없는,negative,1
심장 내막염,negative,0
배서,negative,0
부여하다,negative,0
부여된,negative,0
자질,negative,0
엔드페이퍼,negative,0
끝점,negative,0
지구력,negative,0
견디다,negative,0
관장,negative,0
적,negative,1
정력적인,negative,0
에너지,negative,0
억지로 시키다,negative,1
시행,negative,1
관계를 맺다,negative,0
약속 된,negative,0
약혼,negative,0
매력적인,negative,0
만들어 내다,negative,0
엔진,negative,0
엔지니어,negative,0
공학,negative,0
새기다,negative,0
새겨진,negative,0
조각사,negative,0
조각,negative,0
몰두하다,negative,0
마음을 사로잡는,negative,0
삼키다,negative,0
향상시키다,negative,0
수수께끼,negative,0
수수께끼 같은,negative,1
명하다,negative,0
즐겨,negative,0
즐기는,negative,0
크게 하는,negative,0
확대,negative,0
밝히다,negative,0
계발,negative,0
입대하다,negative,0
활기 있게 만들다,negative,0
증오,negative,1
악독,negative,0
막대한,negative,0
엄청나게,negative,0
높이다,negative,0
싸다,negative,0
앙상블,negative,0
소위,negative,0
노예,negative,1
노예,negative,1
노예화,negative,1
...을 찾다,negative,0
보장하다,negative,0
수반하다,negative,0
빠뜨리는,negative,1
녹채,negative,1
입력하다,negative,0
기업,negative,0
진취적인,negative,0
즐겁게 하다,negative,0
즐겁게,negative,0
재미있는,negative,0
오락,negative,0
열광,negative,0
열성가,negative,0
꾀다,negative,0
전체,negative,0
전체,negative,0
자격,negative,0
실재,negative,0
곤충학,negative,0
내장,negative,1
입구,negative,0
간청하다,negative,0
앙트레,negative,0
기업가,negative,0
맡기다,negative,0
기입,negative,0
세다,negative,0
열거,negative,0
봉투,negative,0
부러워하는,negative,1
환경,negative,0
환경,negative,0
주위,negative,0
구상하다,negative,0
사절,negative,0
일시적인,negative,0
천체력,negative,0
서사시,negative,0
감염병 유행,negative,1
표피,negative,0
간질,negative,1
발문,negative,0
감독,negative,0
삽화,negative,0
에피소드,negative,0
서간,negative,0
비문,negative,0
별명,negative,0
발췌,negative,0
시대,negative,0
동일한,negative,0
평등,negative,0
균등화,negative,0
같게 하다,negative,0
같이,negative,0
같게 하다,negative,0
방정식,negative,0
적도,negative,0
매우 무더운,negative,0
승마자,negative,0
등거리,negative,0
평형,negative,0
평형,negative,0
갖추어 주다,negative,0
장비,negative,0
공정한,negative,0
형평성,negative,0
등가,negative,0
동등한,negative,0
확실치 않은,negative,0
연대,negative,0
근절하다,negative,1
근절,negative,1
삭제,negative,1
지워 없앰,negative,0
오히려,negative,0
세우다,negative,0
발기,negative,0
에고,negative,0
좀먹다,negative,0
부식,negative,1
에로틱,negative,1
오류,negative,1
심부름,negative,0
잘못된,negative,1
이상한 사람,negative,1
오자,negative,1
잘못된,negative,1
오류,negative,1
어스트,negative,0
학식 있는,negative,0
폭발하다,negative,1
분화,negative,1
에스컬레이드,negative,0
차츰 오르다,negative,1
에스컬레이터,negative,0
탈출하다,negative,1
탈출,negative,0
절벽,negative,0
피하다,negative,1
호위,negative,0
난해한,negative,0
특별한,negative,0
스파이 활동,negative,1
처로 삼다,negative,0
정신,negative,0
수필,negative,0
수필가,negative,0
본질,negative,0
필수적인,negative,0
본질적으로,negative,0
설립하다,negative,0
확립된,negative,0
설립,negative,0
사유지,negative,0
존중,negative,0
에스테틱,negative,0
추정,negative,0
견적,negative,0
금반언,negative,0
소외된,negative,1
에스트로겐,negative,0
강어귀,negative,0
에칭,negative,0
에칭,negative,0
영원한,negative,0
영원,negative,0
에탄올,negative,0
에테르,negative,0
미묘한,negative,0
윤리적인,negative,0
윤리학,negative,0
민족지학,negative,0
병인학,negative,0
에티켓,negative,0
어원,negative,0
유커,negative,0
우생학,negative,0
찬사,negative,0
완곡 어법,negative,0
안락사,negative,1
대피,negative,1
소개,negative,1
피하다,negative,1
평가하다,negative,0
소실,negative,0
복음주의,negative,0
복음 전도자,negative,0
복음주의,negative,0
증발,negative,0
회피,negative,1
이브,negative,0
저녁,negative,0
이벤트,negative,0
사건 많은,negative,0
어쩌면 일어날 수도 있는,negative,0
궁극,negative,0
상록수,negative,0
영구,negative,0
항상,negative,0
매일,negative,0
퇴거,negative,1
축출,negative,1
증거,negative,0
분명한,negative,0
사악한,negative,1
일깨우다,negative,0
진화,negative,0
진화하다,negative,0
암양,negative,0
더욱 심하게 하다,negative,1
격화,negative,1
힘든,negative,1
과장하다,negative,1
과장된,negative,1
과장,negative,0
높이다,negative,0
항진,negative,0
고귀한,negative,0
시험,negative,0
시험,negative,1
조사하다,negative,0
시험관,negative,0
격분,negative,1
파다,negative,0
발굴,negative,1
굴착기,negative,0
초과하다,negative,0
엄청난,negative,0
뛰어나다,negative,0
우수,negative,0
훌륭한,negative,0
제외,negative,0
예외,negative,0
발췌,negative,0
과잉,negative,1
과도한,negative,0
지나치게,negative,0
교환,negative,0
국내 소비세,negative,1
절단,negative,0
흥분,negative,0
흥분,negative,0
자극,negative,0
일으키다,negative,0
흥분한,negative,0
흥분,negative,0
신나는,negative,0
외치다,negative,0
제외된,negative,1
...을 제외한,negative,1
제외,negative,1
배설물,negative,1
배설,negative,0
고문 받는,negative,1
소풍,negative,0
변명,negative,1
실행하다,negative,0
실행,negative,1
실행자,negative,1
경영진,negative,0
집행자,negative,0
주해,negative,0
모범,negative,0
모범적 인,negative,0
예시하다,negative,0
면제,negative,0
면제,negative,0
연습,negative,0
발휘하다,negative,0
노력,negative,0
내쉬다,negative,0
배기가스,negative,1
탈진한,negative,1
피로,negative,1
철저한,negative,0
전시하다,negative,0
전시회,negative,0
들뜬,negative,0
간곡히 타이르다,negative,0
교회,negative,0
긴급,negative,1
망명,negative,1
존재하다,negative,0
존재,negative,0
존재,negative,0
기존의,negative,0
출구,negative,0
이동,negative,0
엄청난,negative,0
퇴마,negative,1
엑소시스트,negative,0
이국적인,negative,0
확장하다,negative,0
퍼지는,negative,0
팽창,negative,0
확장,negative,0
널찍한,negative,0
국외 거주자,negative,1
예상하다,negative,0
기대,negative,0
기다리는,negative,0
기대,negative,0
예상되는,negative,0
기대,negative,0
편의,negative,0
편리한,negative,0
촉진하다,negative,0
원정,negative,0
급속한,negative,0
내쫓다,negative,1
지출,negative,1
비용,negative,0
경비,negative,1
값비싼,negative,0
경험,negative,0
경험,negative,0
경험담,negative,0
실험,negative,0
실험적인,negative,0
실험자,negative,0
전문가,negative,0
전문적 지식,negative,0
만료,negative,0
내쉬다,negative,1
만료,negative,1
만료,negative,0
설명,negative,0
설명,negative,0
설명,negative,0
조어,negative,1
설명,negative,0
터지다,negative,1
악용하다,negative,0
탐구하다,negative,0
탐침,negative,0
폭발,negative,1
폭발물,negative,1
멱지수,negative,0
지수,negative,0
내보내다,negative,0
수출,negative,0
폭로하다,negative,0
노출된,negative,1
박람회,negative,0
설명,negative,0
노출,negative,0
설명하다,negative,0
표현하다,negative,0
표현,negative,0
나타내는,negative,0
수용,negative,1
제명,negative,1
절묘한,negative,0
절묘하게,negative,0
지금도 남아 있는,negative,0
연장하다,negative,0
확장 가능,negative,0
펼친,negative,0
확대,negative,0
광범위한,negative,0
정도,negative,0
외부,negative,0
근절하다,negative,1
대량 학살,negative,1
외부,negative,0
외부적으로,negative,0
멸종된,negative,1
끄다,negative,1
추가의,negative,0
발췌,negative,0
적출,negative,0
추출,negative,0
추출기,negative,0
범죄인 인도,negative,0
초법적,negative,1
성 밖의,negative,0
관계 없는,negative,0
기이한,negative,0
괴이한 이야기,negative,0
극심한,negative,0
극도로,negative,0
말단,negative,1
구해 내다,negative,0
외인성,negative,0
압출,negative,0
충일,negative,0
스며나다,negative,0
눈,negative,0
세안 컵,negative,0
작은 구멍,negative,0
접안 렌즈,negative,0
